VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG046475(gb|WP_013922406)
VFG016484(gb|WP_009885583)
VFG016483(gb|WP_010875022)
VFG018661(gb|WP_011999924)
VFG005552(gb|WP_011837486)
VFG019091(gb|WP_000116474)
VFG019092(gb|WP_000116465)
VFG005549(gb|WP_000116477)
VFG005550(gb|WP_000116479)
VFG016491(gb|WP_011076858)
VFG016485(gb|WP_011113468)
VFG016490(gb|NP_975163)
VFG038365(gb|WP_011705044)
VFG038370(gb|WP_010634822)
VFG035810(gb|WP_001142963)
VFG041172(gb|WP_001142966)
VFG018651(gb|WP_012130562)
VFG005242(gb|WP_011837269)
VFG013563(gb|WP_005667903)
VFG013564(gb|WP_011961812)
VFG013248(gb|WP_010868928)
VFG013249(gb|WP_011271803)
VFG013250(gb|WP_005687513)
VFG013251(gb|WP_012054790)
VFG013149(gb|WP_041605303)
VFG013253(gb|WP_011609176)
VFG016493(gb|WP_011283803)
VFG037028(gb|WP_002218620)
VFG037029(gb|WP_010951343)
VFG037030(gb|WP_002221625)
VFG037031(gb|WP_002216305)
VFG037032(gb|WP_003689973)
VFG037035(gb|WP_002255636)
VFG037037(gb|WP_002239455)
VFG037039(gb|WP_002221884)
VFG037041(gb|WP_014581728)
VFG037044(gb|WP_013448270)
VFG013762(gb|WP_003141352)
VFG010462(gb|WP_011946812)
VFG010461(gb|WP_181443700)
VFG010459(gb|WP_016356941)
VFG010460(gb|WP_011214168)
VFG045698(gb|WP_003632053)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036222(gb|WP_013448269)
VFG036200(gb|WP_002244388)
VFG036205(gb|WP_014582348)
VFG036198(gb|WP_015815999)
VFG036203(gb|WP_014581605)
VFG036197(gb|WP_014573675)
VFG036199(gb|WP_014575067)
VFG000221(gb|WP_010980743)
VFG006133(gb|WP_010981065)
VFG036204(gb|WP_014581673)
VFG050446(gb|WP_000993712.1)
VFG038428(gb|WP_011707568)
VFG011889(gb|WP_002848505)
VFG011869(gb|WP_002848349)
VFG043394(gb|YP_002343725)
VFG018663(gb|WP_012130837)
VFG005810(gb|WP_011836396)
VFG001359(gb|WP_000733059)
VFG005807(gb|WP_000733056)
VFG019101(gb|WP_000733058)
VFG036233(gb|WP_173361998)
VFG018808(gb|WP_012221365)
VFG036680(gb|WP_014575435)
VFG006301(gb|WP_011798804)
VFG036673(gb|WP_014573938)
VFG036678(gb|WP_114985888)
VFG036675(gb|WP_014581032)
VFG006300(gb|WP_010980816)
VFG036676(gb|WP_014581523)
VFG036677(gb|WP_014581653)
VFG036682(gb|WP_014581629)
VFG036674(gb|WP_041423515)
VFG006303(gb|WP_010980934)
VFG036679(gb|WP_015815336)
VFG013376(gb|WP_012054551)
VFG013165(gb|WP_012340599)
VFG013375(gb|WP_011272285)
VFG013379(gb|WP_011609132)
VFG013374(gb|WP_005693262)
VFG013377(gb|WP_012055293)
VFG013255(gb|WP_011271920)
VFG013254(gb|WP_005694093)
VFG013257(gb|WP_005653851)
VFG013485(gb|WP_074039892)
VFG013484(gb|WP_074032785)
VFG013483(gb|WP_011272752)
VFG013482(gb|WP_164927871)
VFG013348(gb|WP_012054583)
VFG013347(gb|WP_005652408)
VFG013346(gb|WP_005693178)
VFG013162(gb|WP_012340251)
VFG013350(gb|WP_010945286)
VFG013351(gb|WP_041604256)
VFG043366(gb|WP_000033553)
VFG043365(gb|WP_000843374)
VFG043367(gb|WP_000971620)
VFG043378(gb|WP_000467802)
VFG000088(gb|WP_000591844)
VFG006884(gb|WP_000591846)
VFG016494(gb|WP_004024476)
VFG013286(gb|WP_005694325)
VFG013288(gb|WP_011961728)
VFG013287(gb|WP_005688951)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG013169(gb|WP_011609759)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG042809(gb|AAN75211)
VFG013229(gb|WP_010945174)
VFG013419(gb|WP_011272430)
VFG013421(gb|WP_005630454)
VFG013418(gb|WP_005694260)
VFG013422(gb|WP_010945115)
VFG013420(gb|WP_012054458)
VFG013171(gb|WP_012341650)
VFG050440(gb|WP_000993717.1)
VFG013761(gb|WP_003152762)
VFG042386(gb|AAC44560)
VFG001898(gb|YP_002343757)
VFG017786(gb|WP_011990667)
