VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG037028(gb|WP_002218620)
VFG037029(gb|WP_010951343)
VFG037030(gb|WP_002221625)
VFG037031(gb|WP_002216305)
VFG037032(gb|WP_003689973)
VFG037035(gb|WP_002255636)
VFG037037(gb|WP_002239455)
VFG037039(gb|WP_002221884)
VFG037041(gb|WP_014581728)
VFG037044(gb|WP_013448270)
VFG047705(gb|WP_011648537)
VFG047708(gb|WP_003022611)
VFG047701(gb|WP_003040814)
VFG047702(gb|WP_012280232)
VFG047703(gb|WP_003017580)
VFG047706(gb|WP_012429025)
VFG047710(gb|WP_014547360)
VFG047713(gb|WP_014549144)
VFG047717(gb|WP_014714141)
VFG047718(gb|WP_013921812)
VFG016493(gb|WP_011283803)
VFG016489(gb|WP_011264744)
VFG016490(gb|NP_975163)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG016494(gb|WP_004024476)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG016491(gb|WP_011076858)
VFG016492(gb|WP_010925206)
VFG016485(gb|WP_011113468)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046459(gb|WP_004287053)
VFG046467(gb|WP_014548920)
VFG046474(gb|WP_014714676)
VFG046475(gb|WP_013922406)
VFG005865(gb|WP_002262524)
VFG005872(gb|WP_002982024)
VFG005879(gb|WP_011018342)
VFG005871(gb|WP_002991444)
VFG000964(gb|WP_010922799)
VFG005875(gb|WP_011889256)
VFG005874(gb|WP_002986125)
