VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046459(gb|WP_004287053)
VFG046467(gb|WP_014548920)
VFG046474(gb|WP_014714676)
VFG046475(gb|WP_013922406)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG016485(gb|WP_011113468)
VFG016490(gb|NP_975163)
VFG016493(gb|WP_011283803)
VFG016491(gb|WP_011076858)
VFG016492(gb|WP_010925206)
VFG016494(gb|WP_004024476)
VFG016489(gb|WP_011264744)
VFG018661(gb|WP_011999924)
VFG005552(gb|WP_011837486)
VFG019091(gb|WP_000116474)
VFG019092(gb|WP_000116465)
VFG005549(gb|WP_000116477)
VFG005550(gb|WP_000116479)
VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG006313(gb|WP_002236582)
VFG000257(gb|WP_002215286)
VFG006315(gb|WP_002224374)
VFG036706(gb|WP_014575090)
VFG018663(gb|WP_012130837)
VFG005810(gb|WP_011836396)
VFG001359(gb|WP_000733059)
VFG005807(gb|WP_000733056)
VFG019101(gb|WP_000733058)
VFG013376(gb|WP_012054551)
VFG013165(gb|WP_012340599)
VFG013375(gb|WP_011272285)
VFG013379(gb|WP_011609132)
VFG013374(gb|WP_005693262)
VFG013377(gb|WP_012055293)
VFG013255(gb|WP_011271920)
VFG013254(gb|WP_005694093)
VFG013257(gb|WP_005653851)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG011643(gb|WP_011731796)
VFG030680(gb|WP_011856409)
VFG030681(gb|WP_011561359)
VFG005546(gb|WP_000107753)
VFG005553(gb|WP_002263425)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG013169(gb|WP_011609759)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG042802(gb|AAN75204)
VFG042809(gb|AAN75211)
VFG013229(gb|WP_010945174)
VFG013419(gb|WP_011272430)
VFG013421(gb|WP_005630454)
VFG013418(gb|WP_005694260)
VFG013422(gb|WP_010945115)
VFG013420(gb|WP_012054458)
VFG013171(gb|WP_012341650)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036200(gb|WP_002244388)
VFG050440(gb|WP_000993717.1)
VFG013761(gb|WP_003152762)
VFG042386(gb|AAC44560)
VFG005360(gb|WP_002262489)
VFG005356(gb|WP_000260666)
VFG019077(gb|WP_000260685)
VFG019078(gb|WP_000260667)
VFG018652(gb|WP_006154814)
VFG005359(gb|WP_002899102)
VFG005353(gb|WP_000260656)
VFG005341(gb|WP_002986042)
VFG005344(gb|WP_011054177)
