VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG046475(gb|WP_013922406)
VFG018661(gb|WP_011999924)
VFG005552(gb|WP_011837486)
VFG019091(gb|WP_000116474)
VFG019092(gb|WP_000116465)
VFG005549(gb|WP_000116477)
VFG005550(gb|WP_000116479)
VFG005242(gb|WP_011837269)
VFG018651(gb|WP_012130562)
VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG043004(gb|ZP_07361439)
VFG005810(gb|WP_011836396)
VFG018663(gb|WP_012130837)
VFG013437(gb|WP_005656817)
VFG013438(gb|WP_011962020)
VFG013436(gb|WP_005693550)
VFG013248(gb|WP_010868928)
VFG013249(gb|WP_011271803)
VFG013250(gb|WP_005687513)
VFG013251(gb|WP_012054790)
VFG013149(gb|WP_041605303)
VFG013253(gb|WP_011609176)
VFG013465(gb|WP_005693586)
VFG013466(gb|WP_005654784)
VFG013467(gb|WP_005687765)
VFG013468(gb|WP_011962004)
VFG013179(gb|WP_012340566)
VFG013470(gb|WP_011609100)
VFG013365(gb|WP_010869077)
VFG013366(gb|WP_012054571)
VFG013367(gb|WP_012055274)
VFG048849(gb|WP_020956628)
VFG048961(gb|WP_041937730)
VFG048910(gb|WP_014838954)
VFG048911(gb|WP_014230067)
VFG016432(gb|WP_000059856)
VFG048842(gb|WP_020947294)
VFG048936(gb|YP_005227867)
VFG005964(gb|WP_011681173)
VFG006031(gb|WP_011226045)
VFG049193(gb|YP_005228284)
VFG049189(gb|WP_014226431)
VFG049191(gb|WP_014907101)
VFG049192(gb|WP_008806080)
VFG049194(gb|WP_004150973)
VFG049196(gb|WP_004890358)
VFG049197(gb|WP_032452026)
VFG013358(gb|WP_005648224)
VFG037029(gb|WP_010951343)
VFG037032(gb|WP_003689973)
VFG037028(gb|WP_002218620)
VFG037030(gb|WP_002221625)
VFG037031(gb|WP_002216305)
VFG037035(gb|WP_002255636)
VFG037037(gb|WP_002239455)
VFG037039(gb|WP_002221884)
VFG037041(gb|WP_014581728)
VFG037044(gb|WP_013448270)
VFG013762(gb|WP_003141352)
VFG010462(gb|WP_011946812)
VFG010461(gb|WP_181443700)
VFG010459(gb|WP_016356941)
VFG010460(gb|WP_011214168)
VFG045698(gb|WP_003632053)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
