VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046475(gb|WP_013922406)
VFG016491(gb|WP_011076858)
VFG006081(gb|WP_014621820)
VFG006089(gb|WP_011681446)
VFG018667(gb|WP_012000437)
VFG005838(gb|WP_011836759)
VFG005889(gb|WP_002261974)
VFG016490(gb|NP_975163)
VFG016485(gb|WP_011113468)
VFG016494(gb|WP_004024476)
VFG016489(gb|WP_011264744)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG016483(gb|WP_010875022)
VFG016493(gb|WP_011283803)
VFG013762(gb|WP_003141352)
VFG010462(gb|WP_011946812)
VFG010461(gb|WP_181443700)
VFG010459(gb|WP_016356941)
VFG010460(gb|WP_011214168)
VFG045698(gb|WP_003632053)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036222(gb|WP_013448269)
VFG036200(gb|WP_002244388)
VFG036205(gb|WP_014582348)
VFG036198(gb|WP_015815999)
VFG036203(gb|WP_014581605)
VFG036197(gb|WP_014573675)
VFG036199(gb|WP_014575067)
VFG000221(gb|WP_010980743)
VFG006133(gb|WP_010981065)
VFG036204(gb|WP_014581673)
VFG050446(gb|WP_000993712.1)
VFG038428(gb|WP_011707568)
VFG016492(gb|WP_010925206)
VFG011643(gb|WP_011731796)
VFG016484(gb|WP_009885583)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG005341(gb|WP_002986042)
VFG005344(gb|WP_011054177)
VFG005353(gb|WP_000260656)
VFG019078(gb|WP_000260667)
VFG005356(gb|WP_000260666)
VFG019077(gb|WP_000260685)
VFG018652(gb|WP_006154814)
VFG005359(gb|WP_002899102)
VFG005360(gb|WP_002262489)
VFG042809(gb|AAN75211)
VFG013229(gb|WP_010945174)
VFG013419(gb|WP_011272430)
VFG013421(gb|WP_005630454)
VFG013418(gb|WP_005694260)
VFG013422(gb|WP_010945115)
VFG013420(gb|WP_012054458)
VFG013171(gb|WP_012341650)
