VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046459(gb|WP_004287053)
VFG046467(gb|WP_014548920)
VFG046474(gb|WP_014714676)
VFG046475(gb|WP_013922406)
VFG016491(gb|WP_011076858)
VFG016485(gb|WP_011113468)
VFG016490(gb|NP_975163)
VFG016489(gb|WP_011264744)
VFG013287(gb|WP_005688951)
VFG013286(gb|WP_005694325)
VFG013288(gb|WP_011961728)
VFG013616(gb|WP_012054467)
VFG013615(gb|WP_011272415)
VFG013614(gb|WP_005693475)
VFG018663(gb|WP_012130837)
VFG005810(gb|WP_011836396)
VFG001359(gb|WP_000733059)
VFG005807(gb|WP_000733056)
VFG019101(gb|WP_000733058)
VFG013376(gb|WP_012054551)
VFG013165(gb|WP_012340599)
VFG013375(gb|WP_011272285)
VFG013379(gb|WP_011609132)
VFG013374(gb|WP_005693262)
VFG013377(gb|WP_012055293)
VFG013170(gb|WP_012341458)
VFG013417(gb|WP_011608520)
VFG013412(gb|WP_005693459)
VFG013414(gb|WP_012054478)
VFG013415(gb|WP_012055425)
VFG013413(gb|WP_011272400)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG016493(gb|WP_011283803)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG016494(gb|WP_004024476)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG016492(gb|WP_010925206)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG013169(gb|WP_011609759)
VFG013419(gb|WP_011272430)
VFG013421(gb|WP_005630454)
VFG013418(gb|WP_005694260)
VFG013422(gb|WP_010945115)
VFG013420(gb|WP_012054458)
VFG013171(gb|WP_012341650)
VFG042386(gb|AAC44560)
VFG005356(gb|WP_000260666)
VFG019077(gb|WP_000260685)
VFG019078(gb|WP_000260667)
VFG005359(gb|WP_002899102)
VFG018652(gb|WP_006154814)
VFG005353(gb|WP_000260656)
VFG005360(gb|WP_002262489)
VFG005341(gb|WP_002986042)
VFG005344(gb|WP_011054177)
