VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG046475(gb|WP_013922406)
VFG016484(gb|WP_009885583)
VFG016483(gb|WP_010875022)
VFG013370(gb|WP_005651396)
VFG013371(gb|WP_005648212)
VFG013368(gb|WP_005693225)
VFG013466(gb|WP_005654784)
VFG013465(gb|WP_005693586)
VFG013467(gb|WP_005687765)
VFG013468(gb|WP_011962004)
VFG013179(gb|WP_012340566)
VFG013470(gb|WP_011609100)
VFG013469(gb|WP_010944797)
VFG013186(gb|WP_012340561)
VFG013530(gb|WP_010869249)
VFG013531(gb|WP_011272485)
VFG013532(gb|WP_012054417)
VFG013533(gb|WP_011961981)
VFG013535(gb|WP_011609092)
VFG013534(gb|WP_010944436)
VFG006313(gb|WP_002236582)
VFG000257(gb|WP_002215286)
VFG006315(gb|WP_002224374)
VFG036706(gb|WP_014575090)
VFG037029(gb|WP_010951343)
VFG037032(gb|WP_003689973)
VFG037028(gb|WP_002218620)
VFG037030(gb|WP_002221625)
VFG037031(gb|WP_002216305)
VFG037035(gb|WP_002255636)
VFG037037(gb|WP_002239455)
VFG037039(gb|WP_002221884)
VFG037041(gb|WP_014581728)
VFG037044(gb|WP_013448270)
VFG016491(gb|WP_011076858)
VFG016485(gb|WP_011113468)
VFG016493(gb|WP_011283803)
VFG016489(gb|WP_011264744)
VFG013762(gb|WP_003141352)
VFG010462(gb|WP_011946812)
VFG010461(gb|WP_181443700)
VFG010459(gb|WP_016356941)
VFG010460(gb|WP_011214168)
VFG045698(gb|WP_003632053)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036222(gb|WP_013448269)
VFG036200(gb|WP_002244388)
VFG036205(gb|WP_014582348)
VFG036198(gb|WP_015815999)
VFG036203(gb|WP_014581605)
VFG036197(gb|WP_014573675)
VFG036199(gb|WP_014575067)
VFG000221(gb|WP_010980743)
VFG006133(gb|WP_010981065)
VFG036204(gb|WP_014581673)
VFG050446(gb|WP_000993712.1)
VFG038428(gb|WP_011707568)
VFG043394(gb|YP_002343725)
VFG018661(gb|WP_011999924)
VFG005552(gb|WP_011837486)
VFG005549(gb|WP_000116477)
VFG005550(gb|WP_000116479)
VFG019092(gb|WP_000116465)
VFG019091(gb|WP_000116474)
VFG018663(gb|WP_012130837)
VFG005810(gb|WP_011836396)
VFG001359(gb|WP_000733059)
VFG005807(gb|WP_000733056)
VFG019101(gb|WP_000733058)
VFG013376(gb|WP_012054551)
VFG013165(gb|WP_012340599)
VFG013375(gb|WP_011272285)
VFG013379(gb|WP_011609132)
VFG013374(gb|WP_005693262)
VFG013377(gb|WP_012055293)
VFG013348(gb|WP_012054583)
VFG013347(gb|WP_005652408)
VFG013346(gb|WP_005693178)
VFG013162(gb|WP_012340251)
VFG013350(gb|WP_010945286)
VFG013351(gb|WP_041604256)
VFG011643(gb|WP_011731796)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG013169(gb|WP_011609759)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG042802(gb|AAN75204)
VFG042809(gb|AAN75211)
VFG013229(gb|WP_010945174)
VFG013419(gb|WP_011272430)
VFG013421(gb|WP_005630454)
VFG013418(gb|WP_005694260)
VFG013422(gb|WP_010945115)
VFG013420(gb|WP_012054458)
VFG013171(gb|WP_012341650)
VFG050440(gb|WP_000993717.1)
VFG013761(gb|WP_003152762)
VFG005360(gb|WP_002262489)
VFG005356(gb|WP_000260666)
VFG019077(gb|WP_000260685)
VFG019078(gb|WP_000260667)
VFG018652(gb|WP_006154814)
VFG005359(gb|WP_002899102)
VFG005353(gb|WP_000260656)
VFG005341(gb|WP_002986042)
VFG005344(gb|WP_011054177)
