VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046459(gb|WP_004287053)
VFG046467(gb|WP_014548920)
VFG046474(gb|WP_014714676)
VFG046475(gb|WP_013922406)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG016485(gb|WP_011113468)
VFG016490(gb|NP_975163)
VFG016493(gb|WP_011283803)
VFG016491(gb|WP_011076858)
VFG016492(gb|WP_010925206)
VFG016494(gb|WP_004024476)
VFG016489(gb|WP_011264744)
VFG005810(gb|WP_011836396)
VFG018663(gb|WP_012130837)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG045692(gb|WP_197532029)
VFG010486(gb|WP_011945838)
VFG010484(gb|WP_197535716)
VFG037028(gb|WP_002218620)
VFG037029(gb|WP_010951343)
VFG037030(gb|WP_002221625)
VFG037031(gb|WP_002216305)
VFG037032(gb|WP_003689973)
VFG037035(gb|WP_002255636)
VFG037037(gb|WP_002239455)
VFG037039(gb|WP_002221884)
VFG037041(gb|WP_014581728)
VFG037044(gb|WP_013448270)
VFG047705(gb|WP_011648537)
VFG047708(gb|WP_003022611)
VFG047701(gb|WP_003040814)
VFG047702(gb|WP_012280232)
VFG047703(gb|WP_003017580)
VFG047706(gb|WP_012429025)
VFG047710(gb|WP_014547360)
VFG047713(gb|WP_014549144)
VFG047717(gb|WP_014714141)
VFG047718(gb|WP_013921812)
VFG018662(gb|WP_012130507)
VFG005579(gb|WP_000022815)
VFG005580(gb|WP_000022813)
VFG005582(gb|WP_002897814)
VFG005576(gb|WP_000022832)
VFG043469(gb|YP_001201070)
VFG043366(gb|WP_000033553)
VFG043365(gb|WP_000843374)
VFG043367(gb|WP_000971620)
VFG043378(gb|WP_000467802)
VFG000088(gb|WP_000591844)
VFG006884(gb|WP_000591846)
VFG011643(gb|WP_011731796)
VFG019092(gb|WP_000116465)
VFG005549(gb|WP_000116477)
VFG019091(gb|WP_000116474)
VFG005550(gb|WP_000116479)
VFG005552(gb|WP_011837486)
VFG018661(gb|WP_011999924)
VFG005546(gb|WP_000107753)
VFG005553(gb|WP_002263425)
VFG005807(gb|WP_000733056)
VFG001359(gb|WP_000733059)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG013465(gb|WP_005693586)
VFG013468(gb|WP_011962004)
VFG013466(gb|WP_005654784)
VFG013467(gb|WP_005687765)
VFG013179(gb|WP_012340566)
VFG013470(gb|WP_011609100)
VFG013469(gb|WP_010944797)
VFG005341(gb|WP_002986042)
VFG005344(gb|WP_011054177)
VFG005353(gb|WP_000260656)
VFG019078(gb|WP_000260667)
VFG005356(gb|WP_000260666)
VFG019077(gb|WP_000260685)
VFG018652(gb|WP_006154814)
VFG005359(gb|WP_002899102)
VFG005360(gb|WP_002262489)
VFG042809(gb|AAN75211)
VFG013229(gb|WP_010945174)
VFG013419(gb|WP_011272430)
VFG013421(gb|WP_005630454)
VFG013418(gb|WP_005694260)
VFG013422(gb|WP_010945115)
VFG013420(gb|WP_012054458)
VFG013171(gb|WP_012341650)
VFG043004(gb|ZP_07361439)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036222(gb|WP_013448269)
VFG036200(gb|WP_002244388)
VFG050440(gb|WP_000993717.1)
VFG050443(gb|WP_000993715.1)
VFG050447(gb|WP_020753494.1)
VFG050449(gb|WP_000993719.1)
VFG013761(gb|WP_003152762)
VFG013762(gb|WP_003141352)
VFG018653(gb|WP_011999747)
VFG018654(gb|WP_011999748)
VFG019101(gb|WP_000733058)
