VFG005392(gb|WP_011836622)
VFG018658(gb|WP_041789547)
VFG035810(gb|WP_001142963)
VFG026980(gb|YP_005923858)
VFG009720(gb|WP_011779686)
VFG009717(gb|WP_011741135)
VFG022859(gb|WP_012393794)
VFG026966(gb|WP_041300173)
VFG026964(gb|WP_015290883)
VFG001405(gb|NP_217219)
VFG026962(gb|WP_015288346)
VFG026963(gb|WP_015303560)
VFG026965(gb|WP_015293867)
VFG022861(gb|WP_013988942)
VFG026984(gb|WP_003878615)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046459(gb|WP_004287053)
VFG046467(gb|WP_014548920)
VFG046474(gb|WP_014714676)
VFG046475(gb|WP_013922406)
VFG016485(gb|WP_011113468)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG016490(gb|NP_975163)
VFG016491(gb|WP_011076858)
VFG016492(gb|WP_010925206)
VFG016494(gb|WP_004024476)
VFG016489(gb|WP_011264744)
VFG005196(gb|WP_000006702)
VFG005195(gb|WP_000006705)
VFG005197(gb|WP_000006706)
VFG018649(gb|WP_012000310)
VFG005198(gb|WP_011836787)
VFG043000(gb|ABG47034)
VFG043004(gb|ZP_07361439)
VFG019090(gb|WP_000681598)
VFG005530(gb|WP_000681597)
VFG019089(gb|WP_000681601)
VFG018651(gb|WP_012130562)
VFG005242(gb|WP_011837269)
VFG013513(gb|WP_005694655)
VFG013514(gb|WP_011272587)
VFG013515(gb|WP_011961967)
VFG013183(gb|WP_012340374)
VFG013517(gb|WP_011608883)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG013413(gb|WP_011272400)
VFG013414(gb|WP_012054478)
VFG013415(gb|WP_012055425)
VFG013412(gb|WP_005693459)
VFG048632(gb|WP_004176434)
VFG048628(gb|YP_005226597)
VFG048633(gb|WP_004140201)
VFG048627(gb|WP_012541985)
VFG048630(gb|WP_004224339)
VFG048624(gb|WP_014229069)
VFG006313(gb|WP_002236582)
VFG000257(gb|WP_002215286)
VFG006315(gb|WP_002224374)
VFG036706(gb|WP_014575090)
VFG005934(gb|WP_011837184)
VFG005946(gb|WP_011837185)
VFG005552(gb|WP_011837486)
VFG018661(gb|WP_011999924)
VFG005549(gb|WP_000116477)
VFG005550(gb|WP_000116479)
VFG019092(gb|WP_000116465)
VFG019091(gb|WP_000116474)
VFG001366(gb|WP_000565352)
VFG005860(gb|WP_000567603)
VFG019110(gb|WP_000565364)
VFG019109(gb|WP_000565355)
VFG043394(gb|YP_002343725)
VFG018677(gb|WP_012130999)
VFG018678(gb|WP_012131000)
VFG036802(gb|WP_002242118)
VFG036795(gb|WP_002246566)
VFG036811(gb|WP_013449660)
VFG036803(gb|WP_012779520)
VFG036798(gb|WP_002221745)
VFG036805(gb|WP_002225884)
VFG036804(gb|WP_002220019)
VFG000243(gb|WP_002218264)
VFG036797(gb|WP_003688094)
VFG005375(gb|WP_000078846)
VFG005376(gb|WP_000078847)
