VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046459(gb|WP_004287053)
VFG046467(gb|WP_014548920)
VFG046474(gb|WP_014714676)
VFG046475(gb|WP_013922406)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG016485(gb|WP_011113468)
VFG016490(gb|NP_975163)
VFG016491(gb|WP_011076858)
VFG016493(gb|WP_011283803)
VFG016492(gb|WP_010925206)
VFG016494(gb|WP_004024476)
VFG016489(gb|WP_011264744)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG049193(gb|YP_005228284)
VFG049189(gb|WP_014226431)
VFG049191(gb|WP_014907101)
VFG049192(gb|WP_008806080)
VFG049194(gb|WP_004150973)
VFG049196(gb|WP_004890358)
VFG049197(gb|WP_032452026)
VFG051556(gb|WP_011336591.1)
VFG051557(gb|WP_011105486.1)
VFG051555(gb|WP_162042907.1)
VFG041020(gb|NP_250353)
VFG051551(gb|WP_012614304.1)
VFG051554(gb|WP_003140083.1)
VFG000079(gb|NP_463763)
VFG051552(gb|WP_079262185.1)
VFG013348(gb|WP_012054583)
VFG013347(gb|WP_005652408)
VFG013346(gb|WP_005693178)
VFG013162(gb|WP_012340251)
VFG013350(gb|WP_010945286)
VFG013351(gb|WP_041604256)
VFG011643(gb|WP_011731796)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG013390(gb|WP_005651701)
VFG013392(gb|WP_012054515)
VFG013391(gb|WP_011272366)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG042386(gb|AAC44560)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036222(gb|WP_013448269)
VFG036200(gb|WP_002244388)
VFG050440(gb|WP_000993717.1)
VFG050443(gb|WP_000993715.1)
VFG050447(gb|WP_020753494.1)
VFG050449(gb|WP_000993719.1)
VFG013761(gb|WP_003152762)
VFG013762(gb|WP_003141352)
VFG002405(gb|WP_001240826)
VFG005356(gb|WP_000260666)
VFG019077(gb|WP_000260685)
VFG019078(gb|WP_000260667)
VFG005359(gb|WP_002899102)
VFG018652(gb|WP_006154814)
VFG005353(gb|WP_000260656)
VFG005360(gb|WP_002262489)
VFG005341(gb|WP_002986042)
VFG005344(gb|WP_011054177)
