VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG016491(gb|WP_011076858)
VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG016485(gb|WP_011113468)
VFG046475(gb|WP_013922406)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG016490(gb|NP_975163)
VFG049189(gb|WP_014226431)
VFG049193(gb|YP_005228284)
VFG049191(gb|WP_014907101)
VFG049192(gb|WP_008806080)
VFG049194(gb|WP_004150973)
VFG049196(gb|WP_004890358)
VFG049197(gb|WP_032452026)
VFG000927(gb|WP_000096764)
VFG033339(gb|WP_000825450)
VFG033335(gb|WP_000825461)
VFG042717(gb|WP_000825463)
VFG036585(gb|WP_009347163)
VFG000264(gb|WP_002247545)
VFG006272(gb|WP_002248093)
VFG018800(gb|WP_012221862)
VFG019717(gb|WP_003696779)
VFG006270(gb|WP_002247017)
VFG036581(gb|WP_014575479)
VFG036582(gb|WP_002226199)
VFG036583(gb|WP_014580996)
VFG036584(gb|WP_014581391)
VFG036586(gb|WP_002220561)
VFG036579(gb|WP_014573899)
VFG036580(gb|WP_015815370)
VFG036578(gb|WP_002246308)
VFG036589(gb|WP_013449303)
VFG011889(gb|WP_002848505)
VFG018808(gb|WP_012221365)
VFG036680(gb|WP_014575435)
VFG006301(gb|WP_011798804)
VFG036673(gb|WP_014573938)
VFG036678(gb|WP_114985888)
VFG036675(gb|WP_014581032)
VFG006300(gb|WP_010980816)
VFG036676(gb|WP_014581523)
VFG036677(gb|WP_014581653)
VFG036682(gb|WP_014581629)
VFG036674(gb|WP_041423515)
VFG006303(gb|WP_010980934)
VFG036679(gb|WP_015815336)
VFG011643(gb|WP_011731796)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG019092(gb|WP_000116465)
VFG005549(gb|WP_000116477)
VFG019091(gb|WP_000116474)
VFG005550(gb|WP_000116479)
VFG005552(gb|WP_011837486)
VFG018661(gb|WP_011999924)
VFG005546(gb|WP_000107753)
VFG005553(gb|WP_002263425)
VFG000190(gb|NP_250386)
VFG015104(gb|WP_011666708)
VFG018653(gb|WP_011999747)
VFG018654(gb|WP_011999748)
VFG005360(gb|WP_002262489)
VFG005356(gb|WP_000260666)
VFG019077(gb|WP_000260685)
VFG019078(gb|WP_000260667)
VFG018652(gb|WP_006154814)
VFG005359(gb|WP_002899102)
VFG005353(gb|WP_000260656)
VFG005341(gb|WP_002986042)
VFG005344(gb|WP_011054177)
