VFG042309(gb|WP_002225635)
VFG049902(gb|WP_011310140)
VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046475(gb|WP_013922406)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG016490(gb|NP_975163)
VFG016493(gb|WP_011283803)
VFG016489(gb|WP_011264744)
VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG016491(gb|WP_011076858)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG016485(gb|WP_011113468)
VFG016492(gb|WP_010925206)
VFG016494(gb|WP_004024476)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG005810(gb|WP_011836396)
VFG018663(gb|WP_012130837)
VFG000876(gb|WP_000120946)
VFG012298(gb|NP_418737)
VFG012299(gb|WP_000120982)
VFG012300(gb|NP_313303)
VFG012302(gb|WP_000120951)
VFG012303(gb|WP_000120954)
VFG033271(gb|WP_000120907)
VFG033272(gb|WP_000120976)
VFG033273(gb|WP_000120973)
VFG033277(gb|WP_000120957)
VFG033279(gb|WP_000120930)
VFG033285(gb|WP_000120940)
VFG033289(gb|WP_000121002)
VFG033290(gb|WP_000120922)
VFG033291(gb|WP_000120948)
VFG033296(gb|WP_000120952)
VFG046058(gb|WP_000121003)
VFG033288(gb|WP_000120918)
VFG033294(gb|WP_000120942)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG043094(gb|WP_001322280)
VFG043042(gb|NP_460878)
VFG043211(gb|WP_032902679)
VFG034754(gb|WP_000081129)
VFG034755(gb|NP_310454)
VFG000474(gb|NP_460200)
VFG004056(gb|WP_001031689)
VFG021077(gb|WP_001031685)
VFG018397(gb|WP_001031692)
VFG001444(gb|AAG10151)
VFG045856(gb|WP_000750293)
VFG042398(gb|WP_000750295)
VFG045872(gb|WP_000750296)
VFG045875(gb|WP_000750304)
VFG045865(gb|WP_000750284)
VFG045867(gb|WP_000750281)
VFG013391(gb|WP_011272366)
VFG013390(gb|WP_005651701)
VFG013392(gb|WP_012054515)
VFG005090(gb|WP_001291020)
VFG005091(gb|WP_001291014)
VFG005095(gb|WP_001291016)
VFG001308(gb|WP_001291010)
VFG005085(gb|WP_001291022)
VFG011430(gb|WP_002963616)
VFG001359(gb|WP_000733059)
VFG005807(gb|WP_000733056)
VFG019101(gb|WP_000733058)
VFG000227(gb|WP_002221783)
VFG000225(gb|WP_002221781)
VFG013376(gb|WP_012054551)
VFG013165(gb|WP_012340599)
VFG013375(gb|WP_011272285)
VFG013379(gb|WP_011609132)
VFG013374(gb|WP_005693262)
VFG013377(gb|WP_012055293)
VFG013348(gb|WP_012054583)
VFG013347(gb|WP_005652408)
VFG013346(gb|WP_005693178)
VFG013162(gb|WP_012340251)
VFG013350(gb|WP_010945286)
VFG013351(gb|WP_041604256)
VFG012263(gb|NP_418732)
VFG033166(gb|WP_000790593)
VFG033171(gb|WP_000790568)
VFG000871(gb|WP_000790574)
VFG012267(gb|WP_000790577)
VFG033169(gb|WP_000790592)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG037035(gb|WP_002255636)
VFG037028(gb|WP_002218620)
VFG037030(gb|WP_002221625)
VFG037041(gb|WP_014581728)
VFG037031(gb|WP_002216305)
VFG037032(gb|WP_003689973)
VFG037039(gb|WP_002221884)
VFG037029(gb|WP_010951343)
VFG037037(gb|WP_002239455)
VFG037044(gb|WP_013448270)
VFG013169(gb|WP_011609759)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG013465(gb|WP_005693586)
VFG013468(gb|WP_011962004)
VFG013466(gb|WP_005654784)
VFG013467(gb|WP_005687765)
VFG013179(gb|WP_012340566)
VFG013470(gb|WP_011609100)
VFG013469(gb|WP_010944797)
VFG042809(gb|AAN75211)
VFG013229(gb|WP_010945174)
VFG013419(gb|WP_011272430)
VFG013421(gb|WP_005630454)
VFG013418(gb|WP_005694260)
VFG013422(gb|WP_010945115)
VFG013420(gb|WP_012054458)
VFG013171(gb|WP_012341650)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036200(gb|WP_002244388)
VFG050440(gb|WP_000993717.1)
VFG013761(gb|WP_003152762)
VFG005356(gb|WP_000260666)
VFG019077(gb|WP_000260685)
VFG019078(gb|WP_000260667)
VFG005359(gb|WP_002899102)
VFG018652(gb|WP_006154814)
VFG005353(gb|WP_000260656)
VFG005360(gb|WP_002262489)
VFG005341(gb|WP_002986042)
VFG005344(gb|WP_011054177)
VFG050186(gb|WP_001971585)
VFG016433(gb|WP_000757777)
VFG016417(gb|WP_000757774)
VFG016382(gb|WP_000757832)
VFG016402(gb|WP_000757828)
VFG050206(gb|WP_000757850)
VFG050173(gb|WP_000702222)
VFG005865(gb|WP_002262524)
VFG005874(gb|WP_002986125)
VFG000964(gb|WP_010922799)
VFG005871(gb|WP_002991444)
VFG005872(gb|WP_002982024)
VFG005875(gb|WP_011889256)
VFG005879(gb|WP_011018342)
