VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG046475(gb|WP_013922406)
VFG042309(gb|WP_002225635)
VFG013516(gb|WP_010944247)
VFG013183(gb|WP_012340374)
VFG013517(gb|WP_011608883)
VFG013514(gb|WP_011272587)
VFG013513(gb|WP_005694655)
VFG013515(gb|WP_011961967)
VFG016490(gb|NP_975163)
VFG016493(gb|WP_011283803)
VFG016489(gb|WP_011264744)
VFG005242(gb|WP_011837269)
VFG018651(gb|WP_012130562)
VFG012096(gb|WP_011722916)
VFG012101(gb|WP_010965990)
VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG016491(gb|WP_011076858)
VFG016485(gb|WP_011113468)
VFG038365(gb|WP_011705044)
VFG038370(gb|WP_010634822)
VFG035810(gb|WP_001142963)
VFG041172(gb|WP_001142966)
VFG001929(gb|YP_002345043)
VFG017813(gb|WP_011990963)
VFG036295(gb|WP_003710978)
VFG000233(gb|WP_002221967)
VFG006161(gb|WP_010951320)
VFG019689(gb|WP_003689817)
VFG036285(gb|WP_002231695)
VFG036284(gb|WP_002245855)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG016492(gb|WP_010925206)
VFG013348(gb|WP_012054583)
VFG013347(gb|WP_005652408)
VFG013346(gb|WP_005693178)
VFG013162(gb|WP_012340251)
VFG013351(gb|WP_041604256)
VFG013350(gb|WP_010945286)
VFG020006(gb|WP_010207547)
VFG015444(gb|WP_011064255)
VFG015445(gb|WP_003245007)
VFG002069(gb|NP_248773)
VFG015442(gb|WP_011979134)
VFG041097(gb|NP_459270)
VFG016494(gb|WP_004024476)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG013412(gb|WP_005693459)
VFG013413(gb|WP_011272400)
VFG013414(gb|WP_012054478)
VFG013415(gb|WP_012055425)
VFG010459(gb|WP_016356941)
VFG010460(gb|WP_011214168)
VFG010462(gb|WP_011946812)
VFG010461(gb|WP_181443700)
VFG045698(gb|WP_003632053)
VFG013762(gb|WP_003141352)
VFG050446(gb|WP_000993712.1)
VFG013761(gb|WP_003152762)
VFG048990(gb|WP_001741945)
VFG048792(gb|WP_024188874)
VFG048794(gb|WP_049256767)
VFG048960(gb|WP_014599212)
