VFG035810(gb|WP_001142963)
VFG016491(gb|WP_011076858)
VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG016485(gb|WP_011113468)
VFG046475(gb|WP_013922406)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG016490(gb|NP_975163)
VFG016494(gb|WP_004024476)
VFG016489(gb|WP_011264744)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG043550(gb|NP_214954)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036200(gb|WP_002244388)
VFG050440(gb|WP_000993717.1)
VFG013761(gb|WP_003152762)
VFG016493(gb|WP_011283803)
VFG005356(gb|WP_000260666)
VFG019077(gb|WP_000260685)
VFG019078(gb|WP_000260667)
VFG005359(gb|WP_002899102)
VFG018652(gb|WP_006154814)
VFG005353(gb|WP_000260656)
VFG005360(gb|WP_002262489)
VFG005341(gb|WP_002986042)
VFG005344(gb|WP_011054177)
