VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046459(gb|WP_004287053)
VFG046467(gb|WP_014548920)
VFG046474(gb|WP_014714676)
VFG046475(gb|WP_013922406)
VFG016490(gb|NP_975163)
VFG016493(gb|WP_011283803)
VFG016489(gb|WP_011264744)
VFG001359(gb|WP_000733059)
VFG005807(gb|WP_000733056)
VFG019101(gb|WP_000733058)
VFG018663(gb|WP_012130837)
VFG005810(gb|WP_011836396)
VFG016491(gb|WP_011076858)
VFG016485(gb|WP_011113468)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG016492(gb|WP_010925206)
VFG016494(gb|WP_004024476)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG045692(gb|WP_197532029)
VFG010486(gb|WP_011945838)
VFG010484(gb|WP_197535716)
VFG013376(gb|WP_012054551)
VFG013165(gb|WP_012340599)
VFG013375(gb|WP_011272285)
VFG013379(gb|WP_011609132)
VFG013374(gb|WP_005693262)
VFG013377(gb|WP_012055293)
VFG013485(gb|WP_074039892)
VFG013484(gb|WP_074032785)
VFG013483(gb|WP_011272752)
VFG013482(gb|WP_164927871)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG011643(gb|WP_011731796)
VFG019092(gb|WP_000116465)
VFG005549(gb|WP_000116477)
VFG019091(gb|WP_000116474)
VFG005550(gb|WP_000116479)
VFG005552(gb|WP_011837486)
VFG018661(gb|WP_011999924)
VFG005546(gb|WP_000107753)
VFG005553(gb|WP_002263425)
VFG013390(gb|WP_005651701)
VFG013392(gb|WP_012054515)
VFG013391(gb|WP_011272366)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG013169(gb|WP_011609759)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG042809(gb|AAN75211)
VFG013229(gb|WP_010945174)
VFG013419(gb|WP_011272430)
VFG013421(gb|WP_005630454)
VFG013418(gb|WP_005694260)
VFG013422(gb|WP_010945115)
VFG013420(gb|WP_012054458)
VFG013171(gb|WP_012341650)
VFG042386(gb|AAC44560)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036222(gb|WP_013448269)
VFG036200(gb|WP_002244388)
VFG050440(gb|WP_000993717.1)
VFG050443(gb|WP_000993715.1)
VFG050447(gb|WP_020753494.1)
VFG050449(gb|WP_000993719.1)
VFG013761(gb|WP_003152762)
VFG013762(gb|WP_003141352)
VFG005360(gb|WP_002262489)
VFG005356(gb|WP_000260666)
VFG019077(gb|WP_000260685)
VFG019078(gb|WP_000260667)
VFG018652(gb|WP_006154814)
VFG005359(gb|WP_002899102)
VFG005353(gb|WP_000260656)
VFG005341(gb|WP_002986042)
VFG005344(gb|WP_011054177)
VFG037044(gb|WP_013448270)
VFG037041(gb|WP_014581728)
VFG037028(gb|WP_002218620)
VFG037030(gb|WP_002221625)
VFG037031(gb|WP_002216305)
VFG037035(gb|WP_002255636)
VFG037037(gb|WP_002239455)
VFG037039(gb|WP_002221884)
