VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG046475(gb|WP_013922406)
VFG013762(gb|WP_003141352)
VFG010462(gb|WP_011946812)
VFG010461(gb|WP_181443700)
VFG010459(gb|WP_016356941)
VFG010460(gb|WP_011214168)
VFG045698(gb|WP_003632053)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036222(gb|WP_013448269)
VFG036200(gb|WP_002244388)
VFG036205(gb|WP_014582348)
VFG036198(gb|WP_015815999)
VFG036203(gb|WP_014581605)
VFG036197(gb|WP_014573675)
VFG036199(gb|WP_014575067)
VFG000221(gb|WP_010980743)
VFG006133(gb|WP_010981065)
VFG036204(gb|WP_014581673)
VFG050446(gb|WP_000993712.1)
VFG038428(gb|WP_011707568)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG042386(gb|AAC44560)
VFG005360(gb|WP_002262489)
VFG005356(gb|WP_000260666)
VFG019077(gb|WP_000260685)
VFG019078(gb|WP_000260667)
VFG018652(gb|WP_006154814)
VFG005359(gb|WP_002899102)
VFG005353(gb|WP_000260656)
VFG005341(gb|WP_002986042)
VFG005344(gb|WP_011054177)
