VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046475(gb|WP_013922406)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG016490(gb|NP_975163)
VFG016493(gb|WP_011283803)
VFG016489(gb|WP_011264744)
VFG016491(gb|WP_011076858)
VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG016485(gb|WP_011113468)
VFG043550(gb|NP_214954)
VFG016492(gb|WP_010925206)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG016494(gb|WP_004024476)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG043394(gb|YP_002343725)
VFG018662(gb|WP_012130507)
VFG005579(gb|WP_000022815)
VFG005580(gb|WP_000022813)
VFG005582(gb|WP_002897814)
VFG005576(gb|WP_000022832)
VFG043469(gb|YP_001201070)
VFG013376(gb|WP_012054551)
VFG013165(gb|WP_012340599)
VFG013375(gb|WP_011272285)
VFG013379(gb|WP_011609132)
VFG013374(gb|WP_005693262)
VFG013377(gb|WP_012055293)
VFG013237(gb|WP_005663240)
VFG013238(gb|WP_005687509)
VFG013236(gb|WP_005693864)
VFG013239(gb|WP_012054788)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG013265(gb|WP_005694045)
VFG013268(gb|WP_012054924)
VFG013267(gb|WP_005656195)
VFG013266(gb|WP_011271949)
VFG013348(gb|WP_012054583)
VFG013347(gb|WP_005652408)
VFG013346(gb|WP_005693178)
VFG013162(gb|WP_012340251)
VFG013350(gb|WP_010945286)
VFG013351(gb|WP_041604256)
VFG013205(gb|WP_012341592)
VFG013630(gb|WP_011608629)
VFG011643(gb|WP_011731796)
VFG043004(gb|ZP_07361439)
VFG019092(gb|WP_000116465)
VFG005549(gb|WP_000116477)
VFG019091(gb|WP_000116474)
VFG005550(gb|WP_000116479)
VFG005552(gb|WP_011837486)
VFG018661(gb|WP_011999924)
VFG005546(gb|WP_000107753)
VFG005553(gb|WP_002263425)
VFG043000(gb|ABG47034)
VFG013286(gb|WP_005694325)
VFG013288(gb|WP_011961728)
VFG013287(gb|WP_005688951)
VFG013390(gb|WP_005651701)
VFG013392(gb|WP_012054515)
VFG013391(gb|WP_011272366)
VFG037035(gb|WP_002255636)
VFG037028(gb|WP_002218620)
VFG037030(gb|WP_002221625)
VFG037041(gb|WP_014581728)
VFG037031(gb|WP_002216305)
VFG037032(gb|WP_003689973)
VFG037039(gb|WP_002221884)
VFG037029(gb|WP_010951343)
VFG037037(gb|WP_002239455)
VFG037044(gb|WP_013448270)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG013169(gb|WP_011609759)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG042809(gb|AAN75211)
VFG013229(gb|WP_010945174)
VFG013419(gb|WP_011272430)
VFG013421(gb|WP_005630454)
VFG013418(gb|WP_005694260)
VFG013422(gb|WP_010945115)
VFG013420(gb|WP_012054458)
VFG013171(gb|WP_012341650)
VFG042386(gb|AAC44560)
VFG005360(gb|WP_002262489)
VFG005356(gb|WP_000260666)
VFG019077(gb|WP_000260685)
VFG019078(gb|WP_000260667)
VFG018652(gb|WP_006154814)
VFG005359(gb|WP_002899102)
VFG005353(gb|WP_000260656)
VFG005341(gb|WP_002986042)
VFG005344(gb|WP_011054177)
