VFG006081(gb|WP_014621820)
VFG006089(gb|WP_011681446)
VFG018667(gb|WP_012000437)
VFG005838(gb|WP_011836759)
VFG005889(gb|WP_002261974)
VFG043000(gb|ABG47034)
VFG043550(gb|NP_214954)
VFG019717(gb|WP_003696779)
VFG000264(gb|WP_002247545)
VFG036583(gb|WP_014580996)
VFG036586(gb|WP_002220561)
VFG036580(gb|WP_015815370)
VFG006272(gb|WP_002248093)
VFG036579(gb|WP_014573899)
VFG036585(gb|WP_009347163)
VFG036581(gb|WP_014575479)
VFG036578(gb|WP_002246308)
VFG006270(gb|WP_002247017)
VFG036582(gb|WP_002226199)
VFG036584(gb|WP_014581391)
VFG018800(gb|WP_012221862)
VFG036589(gb|WP_013449303)
VFG018244(gb|WP_011079537)
VFG018243(gb|WP_005462534)
VFG018241(gb|WP_001130227)
VFG018246(gb|WP_011261308)
VFG046475(gb|WP_013922406)
VFG046474(gb|WP_014714676)
VFG046459(gb|WP_004287053)
VFG046467(gb|WP_014548920)
VFG046458(gb|WP_003024794)
VFG046465(gb|WP_003028672)
VFG006268(gb|WP_002248160)
VFG036574(gb|WP_014575587)
VFG036573(gb|WP_002246475)
VFG000268(gb|WP_010981084)
VFG036575(gb|WP_014580867)
VFG036577(gb|WP_013449569)
VFG006269(gb|WP_003705045)
VFG019716(gb|WP_003690410)
VFG036802(gb|WP_002242118)
VFG036795(gb|WP_002246566)
VFG036811(gb|WP_013449660)
VFG036803(gb|WP_012779520)
VFG036798(gb|WP_002221745)
VFG036805(gb|WP_002225884)
VFG036804(gb|WP_002220019)
VFG000243(gb|WP_002218264)
VFG036797(gb|WP_003688094)
VFG036233(gb|WP_173361998)
VFG013255(gb|WP_011271920)
VFG013254(gb|WP_005694093)
VFG013257(gb|WP_005653851)
VFG006316(gb|WP_002218516)
VFG036719(gb|WP_002243173)
VFG000258(gb|WP_002224750)
VFG036716(gb|WP_002215285)
VFG000696(gb|AAP42188)
VFG042999(gb|ABG47033)
VFG037909(gb|WP_000939041)
VFG037912(gb|WP_000939040)
VFG043004(gb|ZP_07361439)
VFG043005(gb|ZP_07361440)
VFG019092(gb|WP_000116465)
VFG005549(gb|WP_000116477)
VFG019091(gb|WP_000116474)
VFG005550(gb|WP_000116479)
VFG005552(gb|WP_011837486)
VFG018661(gb|WP_011999924)
VFG005546(gb|WP_000107753)
VFG005553(gb|WP_002263425)
VFG026980(gb|YP_005923858)
VFG026971(gb|YP_007962576)
VFG009717(gb|WP_011741135)
VFG022859(gb|WP_012393794)
VFG026966(gb|WP_041300173)
VFG009718(gb|WP_011728563)
VFG022860(gb|YP_001703741)
VFG026964(gb|WP_015290883)
VFG009720(gb|WP_011779686)
VFG009721(gb|WP_083044596)
VFG009722(gb|WP_083775447)
VFG001405(gb|NP_217219)
VFG022861(gb|WP_013988942)
VFG026962(gb|WP_015288346)
VFG026963(gb|WP_015303560)
VFG026965(gb|WP_015293867)
VFG009719(gb|WP_011894790)
VFG026961(gb|WP_074360147)
VFG026967(gb|WP_071997904)
VFG024128(gb|WP_026071295)
VFG024129(gb|WP_008258548)
VFG026983(gb|WP_086426999)
VFG026985(gb|WP_051073897)
VFG009715(gb|WP_023861150)
VFG018663(gb|WP_012130837)
VFG005810(gb|WP_011836396)
VFG005807(gb|WP_000733056)
VFG001359(gb|WP_000733059)
VFG037035(gb|WP_002255636)
VFG037028(gb|WP_002218620)
VFG037030(gb|WP_002221625)
VFG037041(gb|WP_014581728)
VFG037031(gb|WP_002216305)
VFG037032(gb|WP_003689973)
VFG037039(gb|WP_002221884)
VFG037029(gb|WP_010951343)
VFG037037(gb|WP_002239455)
VFG037044(gb|WP_013448270)
VFG007659(gb|WP_011261022)
VFG013419(gb|WP_011272430)
VFG013421(gb|WP_005630454)
VFG013418(gb|WP_005694260)
VFG013422(gb|WP_010945115)
VFG013420(gb|WP_012054458)
VFG013171(gb|WP_012341650)
