VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG046475(gb|WP_013922406)
VFG016490(gb|NP_975163)
VFG016493(gb|WP_011283803)
VFG016489(gb|WP_011264744)
VFG016491(gb|WP_011076858)
VFG018654(gb|WP_011999748)
VFG012096(gb|WP_011722916)
VFG012101(gb|WP_010965990)
VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG016485(gb|WP_011113468)
VFG043365(gb|WP_000843374)
VFG016492(gb|WP_010925206)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG016494(gb|WP_004024476)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG005810(gb|WP_011836396)
VFG018663(gb|WP_012130837)
VFG013200(gb|WP_012341396)
VFG013612(gb|WP_011609686)
VFG011889(gb|WP_002848505)
VFG043394(gb|YP_002343725)
VFG001359(gb|WP_000733059)
VFG005807(gb|WP_000733056)
VFG019101(gb|WP_000733058)
VFG013348(gb|WP_012054583)
VFG013347(gb|WP_005652408)
VFG013346(gb|WP_005693178)
VFG013162(gb|WP_012340251)
VFG013350(gb|WP_010945286)
VFG013351(gb|WP_041604256)
VFG013205(gb|WP_012341592)
VFG013630(gb|WP_011608629)
VFG011643(gb|WP_011731796)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG000331(gb|WP_005693548)
VFG013431(gb|WP_005656815)
VFG013433(gb|WP_011962021)
VFG013435(gb|WP_041604091)
VFG013173(gb|WP_012341733)
VFG013286(gb|WP_005694325)
VFG013288(gb|WP_011961728)
VFG013287(gb|WP_005688951)
VFG013390(gb|WP_005651701)
VFG013392(gb|WP_012054515)
VFG013391(gb|WP_011272366)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG013169(gb|WP_011609759)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG013418(gb|WP_005694260)
VFG013419(gb|WP_011272430)
VFG013420(gb|WP_012054458)
VFG013421(gb|WP_005630454)
VFG013171(gb|WP_012341650)
VFG013422(gb|WP_010945115)
VFG013513(gb|WP_005694655)
VFG013514(gb|WP_011272587)
VFG013515(gb|WP_011961967)
VFG013517(gb|WP_011608883)
VFG013183(gb|WP_012340374)
VFG013516(gb|WP_010944247)
VFG005550(gb|WP_000116479)
VFG005549(gb|WP_000116477)
VFG019091(gb|WP_000116474)
VFG019092(gb|WP_000116465)
VFG018661(gb|WP_011999924)
VFG005552(gb|WP_011837486)
VFG042809(gb|AAN75211)
VFG013229(gb|WP_010945174)
VFG042386(gb|AAC44560)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036222(gb|WP_013448269)
VFG036200(gb|WP_002244388)
VFG050440(gb|WP_000993717.1)
VFG050443(gb|WP_000993715.1)
VFG050447(gb|WP_020753494.1)
VFG050449(gb|WP_000993719.1)
VFG013761(gb|WP_003152762)
VFG013762(gb|WP_003141352)
VFG005360(gb|WP_002262489)
VFG005356(gb|WP_000260666)
VFG019077(gb|WP_000260685)
VFG019078(gb|WP_000260667)
VFG018652(gb|WP_006154814)
VFG005359(gb|WP_002899102)
VFG005353(gb|WP_000260656)
VFG005341(gb|WP_002986042)
VFG005344(gb|WP_011054177)
VFG049193(gb|YP_005228284)
VFG049189(gb|WP_014226431)
VFG049191(gb|WP_014907101)
VFG049192(gb|WP_008806080)
VFG049194(gb|WP_004150973)
VFG049196(gb|WP_004890358)
VFG049197(gb|WP_032452026)
VFG000079(gb|NP_463763)
