VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046459(gb|WP_004287053)
VFG046467(gb|WP_014548920)
VFG046474(gb|WP_014714676)
VFG046475(gb|WP_013922406)
VFG035810(gb|WP_001142963)
VFG016490(gb|NP_975163)
VFG016492(gb|WP_010925206)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG016485(gb|WP_011113468)
VFG016493(gb|WP_011283803)
VFG018666(gb|WP_012000428)
VFG005862(gb|WP_009659423)
VFG006022(gb|WP_002947383)
VFG005973(gb|WP_002263087)
VFG012096(gb|WP_011722916)
VFG012101(gb|WP_010965990)
VFG016491(gb|WP_011076858)
VFG043000(gb|ABG47034)
VFG043004(gb|ZP_07361439)
VFG019090(gb|WP_000681598)
VFG005530(gb|WP_000681597)
VFG019089(gb|WP_000681601)
VFG038365(gb|WP_011705044)
VFG038370(gb|WP_010634822)
VFG041172(gb|WP_001142966)
VFG016494(gb|WP_004024476)
VFG016489(gb|WP_011264744)
VFG013365(gb|WP_010869077)
VFG013366(gb|WP_012054571)
VFG013367(gb|WP_012055274)
VFG048849(gb|WP_020956628)
VFG048961(gb|WP_041937730)
VFG048910(gb|WP_014838954)
VFG048911(gb|WP_014230067)
VFG016432(gb|WP_000059856)
VFG048842(gb|WP_020947294)
VFG048936(gb|YP_005227867)
VFG005964(gb|WP_011681173)
VFG006031(gb|WP_011226045)
VFG013267(gb|WP_005656195)
VFG013265(gb|WP_005694045)
VFG013266(gb|WP_011271949)
VFG013268(gb|WP_012054924)
VFG013242(gb|WP_005693863)
VFG013243(gb|WP_011271802)
VFG013244(gb|WP_005687511)
VFG013200(gb|WP_012341396)
VFG013612(gb|WP_011609686)
VFG013348(gb|WP_012054583)
VFG013347(gb|WP_005652408)
VFG013346(gb|WP_005693178)
VFG013162(gb|WP_012340251)
VFG013350(gb|WP_010945286)
VFG013351(gb|WP_041604256)
VFG005384(gb|WP_011836784)
VFG005385(gb|WP_011836785)
VFG018656(gb|WP_012000554)
VFG018655(gb|WP_012000309)
VFG005383(gb|WP_011836786)
VFG011643(gb|WP_011731796)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG000331(gb|WP_005693548)
VFG013431(gb|WP_005656815)
VFG013433(gb|WP_011962021)
VFG013435(gb|WP_041604091)
VFG013173(gb|WP_012341733)
VFG013286(gb|WP_005694325)
VFG013288(gb|WP_011961728)
VFG013287(gb|WP_005688951)
VFG018663(gb|WP_012130837)
VFG005810(gb|WP_011836396)
VFG005807(gb|WP_000733056)
VFG001359(gb|WP_000733059)
VFG013390(gb|WP_005651701)
VFG013392(gb|WP_012054515)
VFG013391(gb|WP_011272366)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG013169(gb|WP_011609759)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG013513(gb|WP_005694655)
VFG013514(gb|WP_011272587)
VFG013515(gb|WP_011961967)
VFG013517(gb|WP_011608883)
VFG013183(gb|WP_012340374)
VFG013516(gb|WP_010944247)
VFG013465(gb|WP_005693586)
VFG013468(gb|WP_011962004)
VFG013466(gb|WP_005654784)
VFG013467(gb|WP_005687765)
VFG013179(gb|WP_012340566)
VFG013470(gb|WP_011609100)
VFG013469(gb|WP_010944797)
VFG005550(gb|WP_000116479)
VFG005549(gb|WP_000116477)
VFG019091(gb|WP_000116474)
VFG019092(gb|WP_000116465)
VFG018661(gb|WP_011999924)
VFG005552(gb|WP_011837486)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036200(gb|WP_002244388)
VFG050440(gb|WP_000993717.1)
VFG013761(gb|WP_003152762)
VFG042386(gb|AAC44560)
