VFG006081(gb|WP_014621820)
VFG006089(gb|WP_011681446)
VFG005838(gb|WP_011836759)
VFG018667(gb|WP_012000437)
VFG005889(gb|WP_002261974)
VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG019090(gb|WP_000681598)
VFG005530(gb|WP_000681597)
VFG019089(gb|WP_000681601)
VFG019064(gb|WP_000458103)
VFG001357(gb|WP_000458188)
VFG019063(gb|WP_000458154)
VFG005314(gb|WP_000458116)
VFG013424(gb|WP_032828466)
VFG013425(gb|WP_011272689)
VFG013427(gb|WP_080357098)
VFG013426(gb|WP_074032915)
VFG018663(gb|WP_012130837)
VFG005810(gb|WP_011836396)
VFG001359(gb|WP_000733059)
VFG005807(gb|WP_000733056)
VFG019101(gb|WP_000733058)
VFG013316(gb|WP_011272147)
VFG013315(gb|WP_005694490)
VFG013317(gb|WP_012054648)
VFG013318(gb|WP_012055151)
VFG013265(gb|WP_005694045)
VFG013268(gb|WP_012054924)
VFG013267(gb|WP_005656195)
VFG013266(gb|WP_011271949)
VFG013254(gb|WP_005694093)
VFG013257(gb|WP_005653851)
VFG013255(gb|WP_011271920)
VFG013348(gb|WP_012054583)
VFG013347(gb|WP_005652408)
VFG013346(gb|WP_005693178)
VFG013162(gb|WP_012340251)
VFG013350(gb|WP_010945286)
VFG013351(gb|WP_041604256)
VFG013205(gb|WP_012341592)
VFG013630(gb|WP_011608629)
VFG005862(gb|WP_009659423)
VFG018666(gb|WP_012000428)
VFG006022(gb|WP_002947383)
VFG005973(gb|WP_002263087)
VFG011643(gb|WP_011731796)
VFG013152(gb|WP_012341246)
VFG013280(gb|WP_011609757)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG000331(gb|WP_005693548)
VFG013431(gb|WP_005656815)
VFG013433(gb|WP_011962021)
VFG013435(gb|WP_041604091)
VFG013173(gb|WP_012341733)
VFG013286(gb|WP_005694325)
VFG013288(gb|WP_011961728)
VFG013287(gb|WP_005688951)
VFG013390(gb|WP_005651701)
VFG013392(gb|WP_012054515)
VFG013391(gb|WP_011272366)
VFG037035(gb|WP_002255636)
VFG037028(gb|WP_002218620)
VFG037030(gb|WP_002221625)
VFG037041(gb|WP_014581728)
VFG037031(gb|WP_002216305)
VFG037032(gb|WP_003689973)
VFG037039(gb|WP_002221884)
VFG037029(gb|WP_010951343)
VFG037037(gb|WP_002239455)
VFG037044(gb|WP_013448270)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG013169(gb|WP_011609759)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG013513(gb|WP_005694655)
VFG013514(gb|WP_011272587)
VFG013515(gb|WP_011961967)
VFG013517(gb|WP_011608883)
VFG013183(gb|WP_012340374)
VFG013516(gb|WP_010944247)
VFG013465(gb|WP_005693586)
VFG013468(gb|WP_011962004)
VFG013466(gb|WP_005654784)
VFG013467(gb|WP_005687765)
VFG013179(gb|WP_012340566)
VFG013470(gb|WP_011609100)
VFG013469(gb|WP_010944797)
VFG005550(gb|WP_000116479)
VFG005549(gb|WP_000116477)
VFG019091(gb|WP_000116474)
VFG019092(gb|WP_000116465)
VFG018661(gb|WP_011999924)
VFG005552(gb|WP_011837486)
VFG042386(gb|AAC44560)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036222(gb|WP_013448269)
VFG036200(gb|WP_002244388)
VFG050440(gb|WP_000993717.1)
VFG050443(gb|WP_000993715.1)
VFG050447(gb|WP_020753494.1)
VFG050449(gb|WP_000993719.1)
VFG013761(gb|WP_003152762)
VFG013762(gb|WP_003141352)
