VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG046475(gb|WP_013922406)
VFG005392(gb|WP_011836622)
VFG018658(gb|WP_041789547)
VFG018666(gb|WP_012000428)
VFG005862(gb|WP_009659423)
VFG006022(gb|WP_002947383)
VFG005973(gb|WP_002263087)
VFG005242(gb|WP_011837269)
VFG018651(gb|WP_012130562)
VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG019090(gb|WP_000681598)
VFG005530(gb|WP_000681597)
VFG019089(gb|WP_000681601)
VFG013367(gb|WP_012055274)
VFG013366(gb|WP_012054571)
VFG013365(gb|WP_010869077)
VFG043550(gb|NP_214954)
VFG013358(gb|WP_005648224)
VFG006313(gb|WP_002236582)
VFG000257(gb|WP_002215286)
VFG006315(gb|WP_002224374)
VFG036706(gb|WP_014575090)
VFG000266(gb|WP_002222141)
VFG036564(gb|WP_014581618)
VFG036565(gb|WP_041423407)
VFG036566(gb|WP_002218917)
VFG036563(gb|WP_014580982)
VFG036560(gb|WP_002245149)
VFG036562(gb|WP_021439955)
VFG036561(gb|WP_048816140)
VFG005385(gb|WP_011836785)
VFG005383(gb|WP_011836786)
VFG005934(gb|WP_011837184)
VFG005946(gb|WP_011837185)
VFG005994(gb|WP_011837189)
VFG005552(gb|WP_011837486)
VFG018661(gb|WP_011999924)
VFG005549(gb|WP_000116477)
VFG005550(gb|WP_000116479)
VFG019092(gb|WP_000116465)
VFG019091(gb|WP_000116474)
VFG001366(gb|WP_000565352)
VFG005860(gb|WP_000567603)
VFG019110(gb|WP_000565364)
VFG019109(gb|WP_000565355)
VFG006210(gb|WP_002225868)
VFG036233(gb|WP_173361998)
VFG045688(gb|WP_002294134)
VFG013316(gb|WP_011272147)
VFG013315(gb|WP_005694490)
VFG013317(gb|WP_012054648)
VFG013318(gb|WP_012055151)
VFG013568(gb|WP_005687630)
VFG000343(gb|WP_164927854)
VFG013242(gb|WP_005693863)
VFG013244(gb|WP_005687511)
VFG013243(gb|WP_011271802)
VFG013348(gb|WP_012054583)
VFG013347(gb|WP_005652408)
VFG013346(gb|WP_005693178)
VFG013162(gb|WP_012340251)
VFG013350(gb|WP_010945286)
VFG013351(gb|WP_041604256)
VFG013205(gb|WP_012341592)
VFG013630(gb|WP_011608629)
VFG048885(gb|WP_014907227)
