VFG035810(gb|WP_001142963)
VFG018661(gb|WP_011999924)
VFG005552(gb|WP_011837486)
VFG019091(gb|WP_000116474)
VFG019092(gb|WP_000116465)
VFG005549(gb|WP_000116477)
VFG005550(gb|WP_000116479)
VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG043000(gb|ABG47034)
VFG018651(gb|WP_012130562)
VFG005242(gb|WP_011837269)
VFG043603(gb|WP_078064065)
VFG043592(gb|AAF34780)
VFG019064(gb|WP_000458103)
VFG001357(gb|WP_000458188)
VFG019063(gb|WP_000458154)
VFG005314(gb|WP_000458116)
VFG043550(gb|NP_214954)
VFG013287(gb|WP_005688951)
VFG013286(gb|WP_005694325)
VFG013288(gb|WP_011961728)
VFG013188(gb|WP_012340250)
VFG013332(gb|WP_011609273)
VFG013267(gb|WP_005656195)
VFG013265(gb|WP_005694045)
VFG013266(gb|WP_011271949)
VFG013268(gb|WP_012054924)
VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG046475(gb|WP_013922406)
VFG037041(gb|WP_014581728)
VFG037028(gb|WP_002218620)
VFG037030(gb|WP_002221625)
VFG037031(gb|WP_002216305)
VFG037035(gb|WP_002255636)
VFG037039(gb|WP_002221884)
VFG037029(gb|WP_010951343)
VFG037032(gb|WP_003689973)
VFG037037(gb|WP_002239455)
VFG037044(gb|WP_013448270)
VFG006268(gb|WP_002248160)
VFG036574(gb|WP_014575587)
VFG036573(gb|WP_002246475)
VFG000268(gb|WP_010981084)
VFG036575(gb|WP_014580867)
VFG036577(gb|WP_013449569)
VFG006269(gb|WP_003705045)
VFG019716(gb|WP_003690410)
VFG013376(gb|WP_012054551)
VFG013165(gb|WP_012340599)
VFG013375(gb|WP_011272285)
VFG013379(gb|WP_011609132)
VFG013374(gb|WP_005693262)
VFG013377(gb|WP_012055293)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG005862(gb|WP_009659423)
VFG018666(gb|WP_012000428)
VFG006022(gb|WP_002947383)
VFG005973(gb|WP_002263087)
VFG011643(gb|WP_011731796)
VFG016493(gb|WP_011283803)
VFG016489(gb|WP_011264744)
VFG016490(gb|NP_975163)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG016494(gb|WP_004024476)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG016491(gb|WP_011076858)
VFG016492(gb|WP_010925206)
VFG016485(gb|WP_011113468)
VFG005810(gb|WP_011836396)
VFG018663(gb|WP_012130837)
VFG005807(gb|WP_000733056)
VFG001359(gb|WP_000733059)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG013169(gb|WP_011609759)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG005865(gb|WP_002262524)
VFG005872(gb|WP_002982024)
VFG005879(gb|WP_011018342)
VFG005871(gb|WP_002991444)
VFG000964(gb|WP_010922799)
VFG005875(gb|WP_011889256)
VFG005874(gb|WP_002986125)
VFG013327(gb|WP_010869047)
VFG013330(gb|WP_012055210)
VFG013329(gb|WP_005685920)
VFG013328(gb|WP_011272203)
VFG013333(gb|WP_011609815)
VFG013160(gb|WP_012340926)
VFG042809(gb|AAN75211)
VFG013229(gb|WP_010945174)
VFG013419(gb|WP_011272430)
VFG013421(gb|WP_005630454)
VFG013418(gb|WP_005694260)
VFG013422(gb|WP_010945115)
VFG013420(gb|WP_012054458)
VFG013171(gb|WP_012341650)
VFG043004(gb|ZP_07361439)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036200(gb|WP_002244388)
VFG050440(gb|WP_000993717.1)
VFG013761(gb|WP_003152762)
VFG042386(gb|AAC44560)
