VFG035810(gb|WP_001142963)
VFG026980(gb|YP_005923858)
VFG009720(gb|WP_011779686)
VFG009717(gb|WP_011741135)
VFG022859(gb|WP_012393794)
VFG026966(gb|WP_041300173)
VFG026964(gb|WP_015290883)
VFG001405(gb|NP_217219)
VFG026962(gb|WP_015288346)
VFG026963(gb|WP_015303560)
VFG026965(gb|WP_015293867)
VFG022861(gb|WP_013988942)
VFG026984(gb|WP_003878615)
VFG018666(gb|WP_012000428)
VFG005862(gb|WP_009659423)
VFG006022(gb|WP_002947383)
VFG005973(gb|WP_002263087)
VFG005242(gb|WP_011837269)
VFG018651(gb|WP_012130562)
VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG005197(gb|WP_000006706)
VFG005195(gb|WP_000006705)
VFG005196(gb|WP_000006702)
VFG018649(gb|WP_012000310)
VFG005198(gb|WP_011836787)
VFG005185(gb|WP_002991968)
VFG000959(gb|WP_010922232)
VFG005177(gb|WP_011054400)
VFG005181(gb|WP_021340474)
VFG005182(gb|WP_002989998)
VFG005176(gb|WP_021775279)
VFG005179(gb|WP_021299312)
VFG005180(gb|WP_011888922)
VFG005184(gb|WP_011017703)
VFG005186(gb|YP_001198858)
VFG005189(gb|WP_011227179)
VFG005190(gb|WP_002952952)
VFG005191(gb|WP_011681101)
VFG001329(gb|WP_000006730)
VFG005192(gb|WP_000006724)
VFG005193(gb|WP_000006720)
VFG043000(gb|ABG47034)
VFG019064(gb|WP_000458103)
VFG001357(gb|WP_000458188)
VFG019063(gb|WP_000458154)
VFG005314(gb|WP_000458116)
VFG042806(gb|AAN75208)
VFG005946(gb|WP_011837185)
VFG005552(gb|WP_011837486)
VFG018661(gb|WP_011999924)
VFG005549(gb|WP_000116477)
VFG005550(gb|WP_000116479)
VFG019092(gb|WP_000116465)
VFG019091(gb|WP_000116474)
VFG046475(gb|WP_013922406)
VFG046474(gb|WP_014714676)
VFG046459(gb|WP_004287053)
VFG046467(gb|WP_014548920)
VFG046458(gb|WP_003024794)
VFG046465(gb|WP_003028672)
VFG007659(gb|WP_011261022)
VFG013316(gb|WP_011272147)
VFG013315(gb|WP_005694490)
VFG013317(gb|WP_012054648)
VFG013318(gb|WP_012055151)
VFG013265(gb|WP_005694045)
VFG013268(gb|WP_012054924)
VFG013267(gb|WP_005656195)
VFG013266(gb|WP_011271949)
VFG013254(gb|WP_005694093)
VFG013257(gb|WP_005653851)
VFG013255(gb|WP_011271920)
VFG005389(gb|WP_011836739)
VFG018657(gb|WP_012000387)
VFG043590(gb|AAL13053)
VFG005384(gb|WP_011836784)
VFG005385(gb|WP_011836785)
VFG018656(gb|WP_012000554)
VFG018655(gb|WP_012000309)
VFG005383(gb|WP_011836786)
VFG043003(gb|ZP_07361438)
VFG016493(gb|WP_011283803)
VFG005810(gb|WP_011836396)
VFG018663(gb|WP_012130837)
VFG005807(gb|WP_000733056)
VFG001359(gb|WP_000733059)
VFG000258(gb|WP_002224750)
VFG006316(gb|WP_002218516)
VFG036716(gb|WP_002215285)
VFG036719(gb|WP_002243173)
VFG000696(gb|AAP42188)
VFG013390(gb|WP_005651701)
VFG013392(gb|WP_012054515)
VFG013391(gb|WP_011272366)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG013169(gb|WP_011609759)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG013513(gb|WP_005694655)
VFG013514(gb|WP_011272587)
VFG013515(gb|WP_011961967)
VFG013517(gb|WP_011608883)
VFG013183(gb|WP_012340374)
VFG013516(gb|WP_010944247)
VFG005865(gb|WP_002262524)
VFG005872(gb|WP_002982024)
VFG005879(gb|WP_011018342)
VFG005871(gb|WP_002991444)
VFG000964(gb|WP_010922799)
VFG005875(gb|WP_011889256)
VFG005874(gb|WP_002986125)
VFG013535(gb|WP_011609092)
VFG013186(gb|WP_012340561)
VFG013530(gb|WP_010869249)
VFG013531(gb|WP_011272485)
VFG013532(gb|WP_012054417)
VFG013533(gb|WP_011961981)
VFG013534(gb|WP_010944436)
VFG016490(gb|NP_975163)
VFG018654(gb|WP_011999748)
VFG018653(gb|WP_011999747)
VFG042386(gb|AAC44560)
VFG005360(gb|WP_002262489)
VFG005356(gb|WP_000260666)
VFG019077(gb|WP_000260685)
VFG019078(gb|WP_000260667)
VFG018652(gb|WP_006154814)
VFG005359(gb|WP_002899102)
VFG005353(gb|WP_000260656)
VFG005341(gb|WP_002986042)
VFG005344(gb|WP_011054177)
VFG000079(gb|NP_463763)
