VFG018654(gb|WP_011999748)
VFG005242(gb|WP_011837269)
VFG018651(gb|WP_012130562)
VFG043000(gb|ABG47034)
VFG005652(gb|WP_014632427)
VFG043592(gb|AAF34780)
VFG045692(gb|WP_197532029)
VFG010486(gb|WP_011945838)
VFG010484(gb|WP_197535716)
VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046467(gb|WP_014548920)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046475(gb|WP_013922406)
VFG001366(gb|WP_000565352)
VFG005860(gb|WP_000567603)
VFG019110(gb|WP_000565364)
VFG019109(gb|WP_000565355)
VFG018661(gb|WP_011999924)
VFG005552(gb|WP_011837486)
VFG005549(gb|WP_000116477)
VFG005550(gb|WP_000116479)
VFG019092(gb|WP_000116465)
VFG019091(gb|WP_000116474)
VFG019090(gb|WP_000681598)
VFG005530(gb|WP_000681597)
VFG019089(gb|WP_000681601)
VFG005375(gb|WP_000078846)
VFG005376(gb|WP_000078847)
VFG013237(gb|WP_005663240)
VFG013238(gb|WP_005687509)
VFG013236(gb|WP_005693864)
VFG013239(gb|WP_012054788)
VFG013316(gb|WP_011272147)
VFG013315(gb|WP_005694490)
VFG013317(gb|WP_012054648)
VFG013318(gb|WP_012055151)
VFG013348(gb|WP_012054583)
VFG013347(gb|WP_005652408)
VFG013346(gb|WP_005693178)
VFG013162(gb|WP_012340251)
VFG013350(gb|WP_010945286)
VFG013351(gb|WP_041604256)
VFG005862(gb|WP_009659423)
VFG018666(gb|WP_012000428)
VFG006022(gb|WP_002947383)
VFG005973(gb|WP_002263087)
VFG005389(gb|WP_011836739)
VFG018657(gb|WP_012000387)
VFG043590(gb|AAL13053)
VFG005197(gb|WP_000006706)
VFG005195(gb|WP_000006705)
VFG005196(gb|WP_000006702)
VFG018649(gb|WP_012000310)
VFG005198(gb|WP_011836787)
VFG043004(gb|ZP_07361439)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG016489(gb|WP_011264744)
VFG016494(gb|WP_004024476)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG016492(gb|WP_010925206)
VFG016493(gb|WP_011283803)
VFG016485(gb|WP_011113468)
VFG016491(gb|WP_011076858)
VFG016490(gb|NP_975163)
VFG005964(gb|WP_011681173)
VFG006031(gb|WP_011226045)
VFG019116(gb|WP_000358336)
VFG019115(gb|WP_001291066)
VFG005924(gb|YP_001200130)
VFG005911(gb|YP_001197934)
VFG043002(gb|ABG47036)
VFG013286(gb|WP_005694325)
VFG013288(gb|WP_011961728)
VFG013287(gb|WP_005688951)
VFG005810(gb|WP_011836396)
VFG018663(gb|WP_012130837)
VFG005807(gb|WP_000733056)
VFG001359(gb|WP_000733059)
VFG013390(gb|WP_005651701)
VFG013392(gb|WP_012054515)
VFG013391(gb|WP_011272366)
VFG037035(gb|WP_002255636)
VFG037028(gb|WP_002218620)
VFG037030(gb|WP_002221625)
VFG037041(gb|WP_014581728)
VFG037031(gb|WP_002216305)
VFG037032(gb|WP_003689973)
VFG037039(gb|WP_002221884)
VFG037029(gb|WP_010951343)
VFG037037(gb|WP_002239455)
VFG037044(gb|WP_013448270)
VFG000332(gb|WP_005632797)
VFG013407(gb|WP_005690709)
VFG013409(gb|WP_012055407)
VFG013169(gb|WP_011609759)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG005865(gb|WP_002262524)
VFG005872(gb|WP_002982024)
VFG005879(gb|WP_011018342)
VFG005871(gb|WP_002991444)
VFG000964(gb|WP_010922799)
VFG005875(gb|WP_011889256)
VFG005874(gb|WP_002986125)
VFG042809(gb|AAN75211)
VFG013229(gb|WP_010945174)
VFG013419(gb|WP_011272430)
VFG013421(gb|WP_005630454)
VFG013418(gb|WP_005694260)
VFG013422(gb|WP_010945115)
VFG013420(gb|WP_012054458)
VFG013171(gb|WP_012341650)
VFG018653(gb|WP_011999747)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036200(gb|WP_002244388)
VFG050440(gb|WP_000993717.1)
VFG013761(gb|WP_003152762)
VFG042386(gb|AAC44560)
