VFG018651(gb|WP_012130562)
VFG035810(gb|WP_001142963)
VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046475(gb|WP_013922406)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG016490(gb|NP_975163)
VFG016493(gb|WP_011283803)
VFG016489(gb|WP_011264744)
VFG016491(gb|WP_011076858)
VFG016485(gb|WP_011113468)
VFG016492(gb|WP_010925206)
VFG016486(gb|WP_011206373)
VFG016488(gb|WP_011284269)
VFG005242(gb|WP_011837269)
VFG043000(gb|ABG47034)
VFG013242(gb|WP_005693863)
VFG013243(gb|WP_011271802)
VFG013244(gb|WP_005687511)
VFG013564(gb|WP_011961812)
VFG013563(gb|WP_005667903)
VFG013348(gb|WP_012054583)
VFG013347(gb|WP_005652408)
VFG013346(gb|WP_005693178)
VFG013162(gb|WP_012340251)
VFG013350(gb|WP_010945286)
VFG013351(gb|WP_041604256)
VFG013327(gb|WP_010869047)
VFG013329(gb|WP_005685920)
VFG013330(gb|WP_012055210)
VFG013328(gb|WP_011272203)
VFG013333(gb|WP_011609815)
VFG013160(gb|WP_012340926)
VFG005862(gb|WP_009659423)
VFG018666(gb|WP_012000428)
VFG006022(gb|WP_002947383)
VFG005973(gb|WP_002263087)
VFG018243(gb|WP_005462534)
VFG030680(gb|WP_011856409)
VFG030681(gb|WP_011561359)
VFG013286(gb|WP_005694325)
VFG013288(gb|WP_011961728)
VFG013287(gb|WP_005688951)
VFG005810(gb|WP_011836396)
VFG018663(gb|WP_012130837)
VFG005807(gb|WP_000733056)
VFG001359(gb|WP_000733059)
VFG037035(gb|WP_002255636)
VFG037028(gb|WP_002218620)
VFG037030(gb|WP_002221625)
VFG037041(gb|WP_014581728)
VFG037031(gb|WP_002216305)
VFG037032(gb|WP_003689973)
VFG037039(gb|WP_002221884)
VFG037029(gb|WP_010951343)
VFG037037(gb|WP_002239455)
VFG037044(gb|WP_013448270)
VFG013412(gb|WP_005693459)
VFG013415(gb|WP_012055425)
VFG013414(gb|WP_012054478)
VFG013413(gb|WP_011272400)
VFG013417(gb|WP_011608520)
VFG013170(gb|WP_012341458)
VFG013465(gb|WP_005693586)
VFG013468(gb|WP_011962004)
VFG013466(gb|WP_005654784)
VFG013467(gb|WP_005687765)
VFG013179(gb|WP_012340566)
VFG013470(gb|WP_011609100)
VFG013469(gb|WP_010944797)
VFG007659(gb|WP_011261022)
VFG007658(gb|WP_011149273)
VFG043590(gb|AAL13053)
VFG018657(gb|WP_012000387)
VFG042377(gb|AAU44779)
VFG042386(gb|AAC44560)
VFG018653(gb|WP_011999747)
VFG018654(gb|WP_011999748)
