VFG005385(gb|WP_011836785)
VFG005383(gb|WP_011836786)
VFG005384(gb|WP_011836784)
VFG018651(gb|WP_012130562)
VFG035810(gb|WP_001142963)
VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046475(gb|WP_013922406)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG016490(gb|NP_975163)
VFG016493(gb|WP_011283803)
VFG016489(gb|WP_011264744)
VFG005242(gb|WP_011837269)
VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG037938(gb|WP_000104825)
VFG048822(gb|WP_004122480)
VFG048823(gb|WP_014230059)
VFG048826(gb|YP_005227857)
VFG007660(gb|WP_011149274)
VFG047041(gb|WP_014548762)
VFG047039(gb|WP_003018140)
VFG047034(gb|WP_010030797)
VFG047040(gb|WP_003025230)
VFG047044(gb|WP_014550113)
VFG047037(gb|WP_012429802)
VFG047033(gb|WP_012280623)
VFG047048(gb|WP_014714814)
VFG047049(gb|WP_013922612)
VFG007661(gb|WP_011261023)
VFG029506(gb|WP_011891286)
VFG006041(gb|WP_011681286)
VFG006052(gb|WP_011226150)
VFG016491(gb|WP_011076858)
VFG016485(gb|WP_011113468)
VFG038365(gb|WP_011705044)
VFG038370(gb|WP_010634822)
VFG041172(gb|WP_001142966)
VFG013563(gb|WP_005667903)
VFG013564(gb|WP_011961812)
VFG013170(gb|WP_012341458)
VFG013417(gb|WP_011608520)
VFG013412(gb|WP_005693459)
VFG013414(gb|WP_012054478)
VFG013415(gb|WP_012055425)
VFG013413(gb|WP_011272400)
VFG043550(gb|NP_214954)
VFG037898(gb|YP_001083149)
VFG013196(gb|WP_012340438)
VFG013607(gb|WP_041604533)
VFG013188(gb|WP_012340250)
VFG013332(gb|WP_011609273)
VFG013267(gb|WP_005656195)
VFG013265(gb|WP_005694045)
VFG013266(gb|WP_011271949)
VFG013268(gb|WP_012054924)
VFG006313(gb|WP_002236582)
VFG000257(gb|WP_002215286)
VFG006315(gb|WP_002224374)
VFG036706(gb|WP_014575090)
VFG037912(gb|WP_000939040)
VFG037909(gb|WP_000939041)
VFG005934(gb|WP_011837184)
VFG005946(gb|WP_011837185)
VFG005994(gb|WP_011837189)
VFG005552(gb|WP_011837486)
VFG018661(gb|WP_011999924)
VFG005549(gb|WP_000116477)
VFG005550(gb|WP_000116479)
VFG019092(gb|WP_000116465)
VFG019091(gb|WP_000116474)
VFG018677(gb|WP_012130999)
VFG037064(gb|WP_002222859)
VFG037068(gb|WP_003694816)
VFG037072(gb|WP_002219667)
VFG037066(gb|WP_002221343)
VFG037063(gb|WP_002214325)
VFG037065(gb|WP_003692612)
VFG037080(gb|WP_013449372)
VFG013376(gb|WP_012054551)
VFG013165(gb|WP_012340599)
VFG013375(gb|WP_011272285)
VFG013379(gb|WP_011609132)
VFG013374(gb|WP_005693262)
VFG013377(gb|WP_012055293)
VFG013626(gb|WP_011272071)
VFG013625(gb|WP_005693701)
VFG013628(gb|WP_012055050)
VFG013254(gb|WP_005694093)
VFG013257(gb|WP_005653851)
VFG013255(gb|WP_011271920)
VFG013568(gb|WP_005687630)
VFG000343(gb|WP_164927854)
VFG013348(gb|WP_012054583)
VFG013347(gb|WP_005652408)
VFG013346(gb|WP_005693178)
VFG013162(gb|WP_012340251)
VFG013350(gb|WP_010945286)
VFG013351(gb|WP_041604256)
VFG005362(gb|WP_011836421)
VFG005862(gb|WP_009659423)
VFG018666(gb|WP_012000428)
VFG006022(gb|WP_002947383)
VFG005973(gb|WP_002263087)
VFG018656(gb|WP_012000554)
VFG018655(gb|WP_012000309)
VFG002365(gb|WP_005167740)
