VFG018666(gb|WP_012000428)
VFG005862(gb|WP_009659423)
VFG006022(gb|WP_002947383)
VFG005973(gb|WP_002263087)
VFG043000(gb|ABG47034)
VFG018651(gb|WP_012130562)
VFG005242(gb|WP_011837269)
VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG046475(gb|WP_013922406)
VFG016490(gb|NP_975163)
VFG016493(gb|WP_011283803)
VFG016491(gb|WP_011076858)
VFG018672(gb|WP_012000442)
VFG018678(gb|WP_012131000)
VFG011643(gb|WP_011731796)
VFG043003(gb|ZP_07361438)
VFG043005(gb|ZP_07361440)
VFG018663(gb|WP_012130837)
VFG005810(gb|WP_011836396)
VFG005807(gb|WP_000733056)
VFG001359(gb|WP_000733059)
VFG018654(gb|WP_011999748)
VFG018653(gb|WP_011999747)
