VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG046475(gb|WP_013922406)
VFG005392(gb|WP_011836622)
VFG018658(gb|WP_041789547)
VFG006210(gb|WP_002225868)
VFG018651(gb|WP_012130562)
VFG035810(gb|WP_001142963)
VFG016490(gb|NP_975163)
VFG016493(gb|WP_011283803)
VFG016489(gb|WP_011264744)
VFG026980(gb|YP_005923858)
VFG009720(gb|WP_011779686)
VFG009717(gb|WP_011741135)
VFG022859(gb|WP_012393794)
VFG026966(gb|WP_041300173)
VFG026964(gb|WP_015290883)
VFG001405(gb|NP_217219)
VFG026962(gb|WP_015288346)
VFG026963(gb|WP_015303560)
VFG026965(gb|WP_015293867)
VFG022861(gb|WP_013988942)
VFG026984(gb|WP_003878615)
VFG018666(gb|WP_012000428)
VFG005862(gb|WP_009659423)
VFG006022(gb|WP_002947383)
VFG005973(gb|WP_002263087)
VFG005242(gb|WP_011837269)
VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG005197(gb|WP_000006706)
VFG005195(gb|WP_000006705)
VFG005196(gb|WP_000006702)
VFG018649(gb|WP_012000310)
VFG005198(gb|WP_011836787)
VFG005185(gb|WP_002991968)
VFG000959(gb|WP_010922232)
VFG005177(gb|WP_011054400)
VFG005181(gb|WP_021340474)
VFG005182(gb|WP_002989998)
VFG005176(gb|WP_021775279)
VFG005179(gb|WP_021299312)
VFG005180(gb|WP_011888922)
VFG005184(gb|WP_011017703)
VFG005186(gb|YP_001198858)
VFG005189(gb|WP_011227179)
VFG005190(gb|WP_002952952)
VFG005191(gb|WP_011681101)
VFG001329(gb|WP_000006730)
VFG005192(gb|WP_000006724)
VFG005193(gb|WP_000006720)
VFG016491(gb|WP_011076858)
VFG016485(gb|WP_011113468)
VFG043000(gb|ABG47034)
VFG016486(gb|WP_011206373)
VFG016494(gb|WP_004024476)
VFG016488(gb|WP_011284269)
VFG016483(gb|WP_010875022)
VFG016484(gb|WP_009885583)
VFG043550(gb|NP_214954)
VFG005946(gb|WP_011837185)
VFG005552(gb|WP_011837486)
VFG018661(gb|WP_011999924)
VFG005549(gb|WP_000116477)
VFG005550(gb|WP_000116479)
VFG019092(gb|WP_000116465)
VFG019091(gb|WP_000116474)
VFG005375(gb|WP_000078846)
VFG005376(gb|WP_000078847)
VFG036233(gb|WP_173361998)
VFG005385(gb|WP_011836785)
VFG019097(gb|WP_129559156)
VFG005652(gb|WP_014632427)
VFG011643(gb|WP_011731796)
VFG043003(gb|ZP_07361438)
VFG043005(gb|ZP_07361440)
VFG005810(gb|WP_011836396)
VFG018663(gb|WP_012130837)
VFG005807(gb|WP_000733056)
VFG001359(gb|WP_000733059)
VFG037035(gb|WP_002255636)
VFG037028(gb|WP_002218620)
VFG037030(gb|WP_002221625)
VFG037041(gb|WP_014581728)
VFG037031(gb|WP_002216305)
VFG037032(gb|WP_003689973)
VFG037039(gb|WP_002221884)
VFG037029(gb|WP_010951343)
VFG037037(gb|WP_002239455)
VFG037044(gb|WP_013448270)
VFG005865(gb|WP_002262524)
VFG005872(gb|WP_002982024)
VFG005879(gb|WP_011018342)
VFG005871(gb|WP_002991444)
VFG000964(gb|WP_010922799)
VFG005875(gb|WP_011889256)
VFG005874(gb|WP_002986125)
VFG007659(gb|WP_011261022)
VFG018654(gb|WP_011999748)
VFG018653(gb|WP_011999747)
VFG036196(gb|WP_002245812)
VFG006135(gb|WP_011798758)
VFG036200(gb|WP_002244388)
VFG050440(gb|WP_000993717.1)
VFG013761(gb|WP_003152762)
VFG018655(gb|WP_012000309)
VFG018656(gb|WP_012000554)
VFG023552(gb|WP_193374428)
