VFG043608(gb|WP_000682783)
VFG005392(gb|WP_011836622)
VFG018658(gb|WP_041789547)
VFG006210(gb|WP_002225868)
VFG018651(gb|WP_012130562)
VFG018661(gb|WP_011999924)
VFG005552(gb|WP_011837486)
VFG019091(gb|WP_000116474)
VFG019092(gb|WP_000116465)
VFG005549(gb|WP_000116477)
VFG005550(gb|WP_000116479)
VFG018666(gb|WP_012000428)
VFG005862(gb|WP_009659423)
VFG006022(gb|WP_002947383)
VFG005973(gb|WP_002263087)
VFG005242(gb|WP_011837269)
VFG043610(gb|AAG18640)
VFG042972(gb|WP_000924780)
VFG048828(gb|WP_004899420)
VFG048844(gb|WP_014838945)
VFG048845(gb|WP_004122486)
VFG048941(gb|WP_020953355)
VFG048953(gb|WP_012967596)
VFG048968(gb|WP_012541090)
VFG048830(gb|WP_014907233)
VFG037938(gb|WP_000104825)
VFG048822(gb|WP_004122480)
VFG048823(gb|WP_014230059)
VFG048826(gb|YP_005227857)
VFG007660(gb|WP_011149274)
VFG047041(gb|WP_014548762)
VFG047039(gb|WP_003018140)
VFG047034(gb|WP_010030797)
VFG047040(gb|WP_003025230)
VFG047044(gb|WP_014550113)
VFG047037(gb|WP_012429802)
VFG047033(gb|WP_012280623)
VFG047048(gb|WP_014714814)
VFG047049(gb|WP_013922612)
VFG007661(gb|WP_011261023)
VFG029506(gb|WP_011891286)
VFG006041(gb|WP_011681286)
VFG006052(gb|WP_011226150)
VFG043000(gb|ABG47034)
VFG019090(gb|WP_000681598)
VFG005530(gb|WP_000681597)
VFG019089(gb|WP_000681601)
VFG018656(gb|WP_012000554)
VFG018655(gb|WP_012000309)
VFG043592(gb|AAF34780)
VFG043603(gb|WP_078064065)
VFG013563(gb|WP_005667903)
VFG013564(gb|WP_011961812)
VFG043550(gb|NP_214954)
VFG037100(gb|WP_010980745)
VFG037099(gb|WP_002216163)
VFG037105(gb|WP_002233356)
VFG037110(gb|WP_002224229)
VFG037112(gb|WP_002221795)
VFG037101(gb|WP_010951394)
VFG037104(gb|WP_003687002)
VFG037116(gb|WP_013448170)
VFG046459(gb|WP_004287053)
VFG046474(gb|WP_014714676)
VFG046465(gb|WP_003028672)
VFG046458(gb|WP_003024794)
VFG046467(gb|WP_014548920)
VFG046475(gb|WP_013922406)
VFG005383(gb|WP_011836786)
VFG005934(gb|WP_011837184)
VFG005946(gb|WP_011837185)
VFG005994(gb|WP_011837189)
VFG001366(gb|WP_000565352)
VFG005860(gb|WP_000567603)
VFG019110(gb|WP_000565364)
VFG019109(gb|WP_000565355)
VFG018649(gb|WP_012000310)
VFG005198(gb|WP_011836787)
VFG005196(gb|WP_000006702)
VFG018663(gb|WP_012130837)
VFG005810(gb|WP_011836396)
VFG001359(gb|WP_000733059)
VFG005807(gb|WP_000733056)
VFG019101(gb|WP_000733058)
VFG036233(gb|WP_173361998)
VFG018653(gb|WP_011999747)
VFG013265(gb|WP_005694045)
VFG013268(gb|WP_012054924)
VFG013267(gb|WP_005656195)
