UniRef90_A0A069QIP0	T124741	47.8	46	24	0	2	47	10	55	1.16e-06	42.0
UniRef90_A0A069QIP0	T238837	42.6	47	27	0	1	47	1	47	3.11e-05	38.1
UniRef90_A0A069QIP0	T144002	43.5	46	26	0	2	47	9	54	1.41e-04	36.6
UniRef90_A0A069QIP0	T181945	40.4	47	27	1	2	47	5	51	1.81e-04	36.2
UniRef90_A0A069QIP0	T219115	40.4	47	27	1	2	47	5	51	1.81e-04	36.2
UniRef90_A0A069QIP0	T222833	40.4	47	27	1	2	47	5	51	1.81e-04	36.2
UniRef90_A0A069QIP0	T223128	40.4	47	27	1	2	47	5	51	1.81e-04	36.2
UniRef90_A0A0B4XM19	T45028	100	84	0	0	1	84	1	84	2.78e-60	178
UniRef90_A0A0B4XM19	T60415	79.8	84	17	0	1	84	1	84	2.81e-51	155
UniRef90_A0A0B4XM19	T263952	76.2	84	20	0	1	84	1	84	1.10e-48	149
UniRef90_A0A0B4XM19	T233475	76.2	84	20	0	1	84	1	84	5.27e-47	145
UniRef90_A0A0B4XM19	T287878	75.0	84	21	0	1	84	1	84	7.48e-47	144
UniRef90_A0A0B4XM19	T148571	76.2	84	20	0	1	84	1	84	1.06e-46	144
UniRef90_A0A0B4XM19	T276286	76.2	84	20	0	1	84	1	84	1.51e-46	144
UniRef90_A0A0B4XM19	T168982	72.6	84	23	0	1	84	1	84	6.16e-46	142
UniRef90_A0A0B4XM19	T233454	73.8	84	22	0	1	84	1	84	6.16e-46	142
UniRef90_A0A0B4XM19	T236940	76.2	84	20	0	1	84	1	84	6.16e-46	142
UniRef90_A0A0B4XM19	T293173	73.8	84	22	0	1	84	1	84	8.75e-46	142
UniRef90_A0A0B4XM19	T68679	76.8	82	19	0	1	82	1	82	1.24e-45	141
UniRef90_A0A0B4XM19	T44991	73.8	84	22	0	1	84	1	84	2.51e-45	140
UniRef90_A0A0B4XM19	T60423	75.0	84	21	0	1	84	1	84	2.51e-45	140
UniRef90_A0A0B4XM19	T80355	73.8	84	22	0	1	84	1	84	2.51e-45	140
UniRef90_A0A0B4XM19	T168975	72.6	84	23	0	1	84	1	84	2.51e-45	140
UniRef90_A0A0B4XM19	T250490	75.0	84	21	0	1	84	1	84	2.51e-45	140
UniRef90_A0A0B4XM19	T293672	73.8	84	22	0	1	84	1	84	3.57e-45	140
UniRef90_A0A0B4XM19	T287994	74.4	82	21	0	3	84	2	83	4.92e-45	140
UniRef90_A0A0B4XM19	T170284	73.8	84	22	0	1	84	1	84	1.02e-44	139
UniRef90_A0A0B4XM19	T236063	73.8	84	22	0	1	84	1	84	1.02e-44	139
UniRef90_A0A0B4XM19	T269226	71.4	84	24	0	1	84	1	84	1.05e-44	139
UniRef90_A0A0B4XM19	T30535	73.8	84	22	0	1	84	1	84	1.45e-44	139
UniRef90_A0A0B4XM19	T55785	71.4	84	24	0	1	84	1	84	1.45e-44	139
UniRef90_A0A0B4XM19	T62573	71.4	84	24	0	1	84	1	84	1.45e-44	139
UniRef90_A0A0K1EZ97	T55598	100	117	0	0	1	117	1	117	4.90e-83	238
UniRef90_A0A0K1F018	T30546	33.0	106	70	1	3	107	3	108	8.49e-20	78.2
UniRef90_A0A0K1F018	T21573	34.0	106	70	0	5	110	8	113	5.97e-16	68.6
UniRef90_A0A0K1F018	T58087	33.0	103	69	0	6	108	7	109	7.29e-16	68.2
UniRef90_A0A0K1F018	T31863	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T31883	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T103086	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T244507	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T244523	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T261942	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T266129	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T266130	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T267585	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T267588	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T268933	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T268956	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T268978	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T269548	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T271261	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T294585	30.8	104	71	1	5	107	10	113	1.28e-14	65.1
UniRef90_A0A0K1F018	T268820	28.8	104	73	1	5	107	10	113	1.81e-14	64.7
UniRef90_A0A0K1F018	T169179	28.8	104	73	1	5	107	10	113	2.56e-14	64.3
UniRef90_A0A0K1F018	T77788	28.8	104	73	1	5	107	10	113	3.61e-14	63.9
UniRef90_A0A0K1F018	T89728	28.8	104	73	1	5	107	10	113	3.61e-14	63.9
UniRef90_A0A0K1F018	T120740	28.8	104	73	1	5	107	10	113	3.61e-14	63.9
UniRef90_A0A0K1F018	T120747	28.8	104	73	1	5	107	10	113	3.61e-14	63.9
UniRef90_A0A0K1F041	T197662	68.3	63	20	0	10	72	2	64	1.85e-24	89.0
UniRef90_A0A0K1F041	T52412	57.5	73	30	1	1	72	1	73	2.57e-21	81.3
UniRef90_A0A0K1F041	T80325	57.5	73	30	1	1	72	1	73	2.57e-21	81.3
UniRef90_A0A0K1F041	T89353	57.5	73	30	1	1	72	1	73	2.57e-21	81.3
UniRef90_A0A0K1F041	T145470	57.5	73	30	1	1	72	1	73	2.57e-21	81.3
UniRef90_A0A0K1F041	T155912	57.5	73	30	1	1	72	1	73	2.57e-21	81.3
UniRef90_A0A0K1F041	T278598	57.5	73	30	1	1	72	1	73	2.57e-21	81.3
UniRef90_A0A0K1F041	T288718	57.5	73	30	1	1	72	1	73	2.57e-21	81.3
UniRef90_A0A0K1F041	T30540	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T45443	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T45449	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T52368	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T52371	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T72808	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T76570	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T76575	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T76584	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T76588	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T76854	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T114461	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T177360	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T196008	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T196812	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T230701	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F041	T253818	46.4	69	37	0	4	72	2	70	2.24e-14	63.5
UniRef90_A0A0K1F0R7	T79116	52.2	113	54	0	2	114	4	116	1.86e-34	115
UniRef90_A0A0K1F0R7	T149451	52.2	113	54	0	2	114	4	116	1.86e-34	115
UniRef90_A0A0K1F0R7	T239879	52.2	113	54	0	2	114	4	116	1.86e-34	115
UniRef90_A0A0K1F0R7	T86060	41.6	113	66	0	1	113	8	120	1.18e-24	91.3
UniRef90_A0A0K1F0R7	T64677	44.3	88	49	0	16	103	12	99	6.90e-20	78.6
UniRef90_A0A0K1F0R7	T50486	36.6	112	62	2	2	109	3	109	3.24e-18	74.3
UniRef90_A0A0K1F0R7	T50500	36.6	112	62	2	2	109	3	109	3.24e-18	74.3
UniRef90_A0A0K1F0R7	T21503	38.1	118	59	4	1	109	1	113	5.90e-18	73.9
UniRef90_A0A0K1F0R7	T23476	38.1	118	59	4	1	109	1	113	5.90e-18	73.9
UniRef90_A0A0K1F0R7	T81437	41.1	107	52	2	4	103	4	106	8.77e-18	73.6
UniRef90_A0A0K1F0R7	T246381	40.0	110	55	2	1	103	1	106	1.24e-17	73.2
UniRef90_A0A0K1F0R7	T183255	40.2	107	53	2	4	103	4	106	2.48e-17	72.4
UniRef90_A0A0K1F0R7	T44568	33.6	110	68	1	2	111	3	107	3.50e-17	71.6
UniRef90_A0A0K1F0R7	T134964	35.3	102	61	1	2	103	6	102	4.07e-17	71.6
UniRef90_A0A0K1F0R7	T22783	35.3	102	61	1	2	103	6	102	5.75e-17	71.2
UniRef90_A0A0K1F0R7	T140467	35.6	101	59	1	4	104	5	99	9.66e-17	70.5
UniRef90_A0A0K1F0R7	T183253	39.3	107	54	2	4	103	4	106	9.91e-17	70.9
UniRef90_A0A0K1F0R7	T24764	37.4	99	57	1	2	100	3	96	1.51e-16	70.1
UniRef90_A0A0K1F0R7	T159594	39.4	109	63	3	1	107	1	108	2.42e-16	69.7
UniRef90_A0A0K1F0R7	T183825	40.2	107	53	2	4	103	4	106	2.80e-16	69.7
UniRef90_A0A0K1F0R7	T31745	38.3	107	55	2	4	103	4	106	3.95e-16	69.3
UniRef90_A0A0K1F0R7	T22650	35.3	102	61	1	1	102	1	97	4.17e-16	68.9
UniRef90_A0A0K1F0R7	T52230	35.3	102	61	1	1	102	1	97	4.17e-16	68.9
UniRef90_A0A0K1F0R7	T93280	35.3	102	61	1	1	102	1	97	4.17e-16	68.9
UniRef90_A0A0K1F0R7	T97732	35.3	102	61	1	1	102	1	97	4.17e-16	68.9
UniRef90_A0A0K1F199	T215532	30.1	309	163	11	14	302	9	284	2.06e-18	84.7
UniRef90_A0A0K1F199	T63328	33.3	300	161	12	14	302	16	287	1.80e-15	76.3
UniRef90_A0A0K1F199	T25350	27.6	312	169	10	11	302	10	284	3.06e-14	72.8
UniRef90_A0A0K1F199	T80635	27.6	312	169	10	11	302	10	284	3.06e-14	72.8
UniRef90_A0A0K1F199	T297055	29.3	287	156	8	33	302	28	284	5.31e-14	72.0
UniRef90_A0A0K1F199	T218874	26.6	301	187	11	11	303	10	284	5.45e-14	72.0
UniRef90_A0A0K1F199	T238040	26.6	301	187	11	11	303	10	284	5.45e-14	72.0
UniRef90_A0A0K1F199	T141694	26.9	279	174	9	33	303	28	284	7.39e-14	71.6
UniRef90_A0A0K1F199	T269995	28.9	287	157	8	33	302	28	284	9.78e-14	71.2
UniRef90_A0A0K1F199	T35141	27.2	279	173	10	33	303	28	284	1.00e-13	71.2
UniRef90_A0A0K1F199	T64493	28.1	313	166	11	11	302	10	284	1.41e-13	70.9
UniRef90_A0A0K1F199	T145015	27.2	312	170	10	11	302	10	284	1.90e-13	70.5
UniRef90_A0A0K1F199	T206468	27.2	312	170	10	11	302	10	284	1.90e-13	70.5
UniRef90_A0A0K1F199	T264070	27.1	277	176	8	33	303	28	284	4.59e-13	69.3
UniRef90_A0A0K1F199	T186898	26.9	305	180	10	11	302	10	284	8.67e-13	68.6
UniRef90_A0A0K1F199	T268728	27.6	283	176	8	33	307	28	289	1.11e-12	68.2
